IRG,accesses,reads,writes
362,158,147,13
363,161,115,7
364,145,130,13
365,156,103,12
366,157,104,14
367,117,107,6
368,162,132,15
369,131,155,14
370,151,174,6
371,149,152,11
372,101,127,10
373,132,115,7
374,117,113,9
375,171,139,12
376,131,134,6
377,141,112,6
378,128,87,10
379,89,96,9
380,119,115,7
381,122,95,10
382,102,124,11
383,139,114,3
384,113,133,13
385,124,158,4
386,133,169,8
387,157,113,5
388,137,115,5
389,126,132,6
390,119,123,6
391,93,152,7
392,143,136,9
393,185,91,10
394,150,103,7
395,106,119,4
396,162,154,10
397,98,94,5
398,187,112,3
399,99,103,10
400,97,160,4
401,95,157,4
402,124,126,3
403,92,112,4
404,111,100,5
405,111,68,5
406,92,66,4
407,106,109,9
408,99,113,5
409,147,117,6
410,101,109,9
411,112,132,4
412,119,98,7
413,99,109,5
414,168,100,6
415,155,104,4
416,131,143,4
417,127,82,7
418,118,113,11
419,111,198,9
420,165,105,7
421,105,70,3
422,96,106,4
423,129,136,7
424,99,81,5
425,111,149,8
426,163,81,8
427,104,132,6
428,150,137,9
429,114,120,9
430,200,75,7
431,168,108,7
432,96,136,6
433,110,138,11
434,136,103,4
435,162,135,4
436,120,156,10
437,113,109,4
438,87,94,6
439,207,134,5
440,170,158,4
441,133,106,8
442,84,111,10
443,130,81,7
444,104,115,6
445,93,51,11
446,112,81,6
447,123,77,3
448,100,122,7
449,68,110,3
450,86,89,5
451,114,126,4
452,93,94,6
453,94,105,2
454,119,90,14
455,118,82,5
456,79,112,5
457,113,96,8
458,91,138,12
459,103,94,3
460,133,119,11
461,118,172,10
462,179,95,4
463,115,99,4
464,128,78,9
465,91,131,4
466,92,117,4
467,150,101,5
468,104,79,2
469,151,69,6
470,128,83,7
471,82,66,5
472,78,73,3
473,96,89,6
474,73,94,2
475,124,96,1
476,77,81,3
477,150,119,9
478,120,101,0
479,97,124,3
480,138,122,4
481,160,97,3
482,111,118,3
483,95,136,5
484,112,69,7
485,121,57,7
486,81,96,8
487,118,142,5
488,127,86,6
489,95,84,7
490,56,89,3
491,67,161,2
492,95,88,4
493,71,104,5
494,66,119,4
495,84,91,3
496,88,131,2
497,107,95,5
498,109,57,8
499,87,83,0
500,132,127,5
501,92,96,3
502,122,85,7
503,119,91,4
504,130,105,8
505,107,103,5
506,116,86,3
507,86,149,5
508,127,86,8
509,94,107,8
510,116,66,3
511,108,58,2
512,115,123,3
513,108,63,3
514,83,104,1
515,115,64,1
516,93,65,3
517,109,69,1
518,87,92,1
519,119,92,2
520,79,53,8
521,75,73,2
522,96,73,3
523,106,100,0
524,103,79,1
525,79,88,2
526,99,90,2
527,65,70,5
528,94,101,6
529,87,76,1
530,76,77,5
531,78,58,3
532,123,69,2
533,101,118,5
534,79,68,7
535,79,168,1
536,102,113,5
537,82,98,6
538,67,87,9
539,93,95,1
540,61,111,4
541,112,58,8
542,74,82,5
543,100,71,2
544,84,58,4
545,79,68,2
546,70,84,2
547,71,102,2
548,83,82,3
549,101,65,6
550,106,72,4
551,116,113,1
552,92,119,0
553,64,99,2
554,108,130,5
555,94,217,6
556,72,123,5
557,79,75,4
558,76,123,4
559,77,100,2
560,78,128,5
561,55,129,2
562,90,177,3
563,107,77,8
564,80,108,8
565,99,109,1
566,65,107,2
567,75,78,5
568,94,82,3
569,99,103,4
570,117,123,12
571,92,58,3
572,88,59,9
573,53,65,6
574,122,82,6
575,89,55,3
576,120,50,2
577,79,87,2
578,84,68,8
579,154,59,7
580,74,64,4
581,81,85,3
582,81,91,2
583,127,105,3
584,107,88,4
585,116,80,7
586,117,55,5
587,71,63,2
588,84,53,2
589,63,50,1
590,88,60,3
591,113,81,3
592,74,64,2
593,96,79,2
594,128,94,3
595,86,61,3
596,88,59,5
597,68,64,2
598,130,58,6
599,97,78,4
600,107,79,2
601,110,93,0
602,80,126,3
603,101,75,3
604,95,66,5
605,57,49,3
606,95,54,4
607,110,49,1
608,85,93,4
609,70,58,2
610,91,87,6
611,56,76,0
612,78,65,6
613,65,75,3
614,93,90,2
615,64,67,3
616,80,72,3
617,57,80,3
618,74,82,2
619,44,105,0
620,60,84,4
621,59,82,6
622,50,70,0
623,75,61,0
624,48,59,2
625,54,50,2
626,86,72,2
627,59,54,2
628,65,60,3
629,108,65,3
630,53,70,3
631,46,64,4
632,96,114,2
633,76,84,3
634,60,83,0
635,112,98,4
636,72,59,1
637,76,53,1
638,59,63,6
639,59,103,5
640,66,47,7
641,94,41,5
642,91,117,4
643,63,64,1
644,72,63,3
645,52,94,2
646,84,65,1
647,83,50,7
648,69,50,4
649,66,56,3
650,79,50,3
651,86,64,2
652,62,112,0
653,92,80,5
654,72,108,2
655,57,81,1
656,74,77,4
657,87,67,2
658,47,62,5
659,70,74,0
660,41,106,2
661,86,77,1
662,51,73,2
663,50,82,4
664,62,87,11
665,64,79,9
666,112,38,5
667,61,85,3
668,85,65,4
669,109,67,4
670,57,96,2
671,82,60,5
672,130,53,7
673,57,34,8
674,66,39,2
675,53,33,2
676,62,35,5
677,79,70,2
678,64,92,3
679,50,67,2
680,72,39,3
681,63,40,7
682,92,60,2
683,63,58,6
684,58,58,4
685,49,52,4
686,66,67,3
687,102,64,5
688,71,57,2
689,48,91,1
690,81,54,2
691,74,62,7
692,59,43,3
693,54,67,2
694,52,32,1
695,45,98,4
696,71,29,6
697,40,57,0
698,41,47,5
699,47,54,0
700,55,81,8
701,98,44,2
702,78,45,4
703,62,62,3
704,36,56,3
705,48,104,11
706,70,54,2
707,86,70,4
708,108,41,4
709,63,70,1
710,55,105,5
711,49,61,10
712,44,87,2
713,49,93,3
714,66,34,3
715,58,47,8
716,70,34,5
717,82,73,2
718,71,75,5
719,62,59,1
720,79,58,6
721,50,46,5
722,62,98,0
723,52,75,0
724,88,49,3
725,71,59,2
726,69,66,4
727,46,51,8
728,68,28,7
729,58,42,2
730,68,49,1
731,56,43,2
732,87,38,6
733,58,32,4
734,73,50,2
735,70,51,6
736,79,43,3
737,75,55,0
738,103,78,3
739,54,69,2
740,69,57,0
741,56,69,8
742,81,55,1
743,53,47,1
744,62,46,2
745,49,53,0
746,79,49,5
747,75,62,8
748,60,41,2
749,55,42,3
750,29,45,7
751,54,78,1
752,45,108,5
753,76,60,12
754,30,54,1
755,38,33,7
756,45,60,5
757,79,64,1
758,49,78,1
759,86,77,2
760,47,62,1
761,32,85,5
762,81,53,3
763,75,60,2
764,71,53,3
765,101,103,1
766,95,79,0
767,61,92,7
768,88,68,2
769,40,51,6
770,92,62,1
771,51,34,5
772,104,88,7
773,45,49,5
774,49,29,1
775,60,50,1
776,63,55,6
777,73,55,3
778,62,76,6
779,30,43,0
780,67,32,0
781,95,46,2
782,30,49,1
783,105,42,2
784,52,52,1
785,87,42,1
786,50,41,7
787,64,61,0
788,90,20,2
789,58,36,2
790,68,36,7
791,74,53,4
792,65,37,2
793,55,52,5
794,48,56,7
795,35,35,1
796,42,30,4
797,43,92,4
798,48,27,3
799,62,40,2
800,76,26,2
801,56,32,4
802,62,54,3
803,51,44,1
804,51,48,1
805,38,56,3
806,79,53,3
807,42,41,3
808,50,59,2
809,45,40,3
810,64,46,0
811,65,38,4
812,54,44,3
813,31,78,3
814,72,57,3
815,62,38,4
816,59,35,1
817,71,37,3
818,57,31,0
819,72,38,4
820,32,67,5
821,34,43,1
822,40,36,3
823,42,46,5
824,41,48,1
825,31,44,1
826,40,38,0
827,43,46,2
828,55,38,7
829,25,47,0
830,49,52,2
831,63,31,4
832,80,40,2
833,59,68,4
834,38,33,6
835,46,62,3
836,37,44,3
837,54,80,4
838,35,49,2
839,36,41,3
840,53,53,0
841,77,22,1
842,52,52,6
843,77,28,1
844,31,47,8
845,49,60,2
846,22,46,3
847,35,33,4
848,59,57,2
849,47,58,5
850,50,39,2
851,35,28,4
852,28,37,5
853,39,76,8
854,34,47,4
855,34,63,4
856,78,45,1
857,29,45,2
858,39,46,1
859,42,29,2
860,37,37,3
861,45,54,2
862,47,39,2
863,25,70,4
864,58,45,4
865,62,33,4
866,54,39,3
867,45,33,3
868,39,65,0
869,58,51,2
870,39,59,4
871,38,52,3
872,42,27,2
873,53,67,1
874,31,32,1
875,25,37,4
876,53,74,2
877,45,38,3
878,62,23,2
879,25,24,0
880,38,49,4
881,38,46,3
882,56,46,3
883,43,62,3
884,30,29,2
885,36,61,2
886,28,92,0
887,36,45,2
888,40,41,2
889,57,68,5
890,82,75,1
891,49,85,0
892,33,57,1
893,35,47,2
894,24,61,1
895,29,28,1
896,60,72,1
897,37,43,3
898,40,40,2
899,55,58,3
900,38,39,3
901,23,84,1
902,21,95,4
903,30,42,2
904,49,52,6
905,36,53,1
906,33,48,0
907,35,70,2
908,55,46,1
909,41,39,1
910,26,27,0
911,57,36,3
912,43,41,0
913,46,58,6
914,39,38,3
915,41,32,2
916,40,31,1
917,41,53,0
918,36,39,1
919,51,31,7
920,49,27,2
921,40,53,1
922,35,56,9
923,29,42,1
924,25,68,3
925,30,32,6
926,45,30,6
927,53,31,1
928,41,34,3
929,69,29,6
930,53,25,1
931,40,33,5
932,32,31,2
933,32,41,2
934,59,24,6
935,23,33,3
936,35,27,4
937,37,40,1
938,43,51,4
939,53,29,1
940,52,48,2
941,75,54,2
942,81,43,2
943,45,61,2
944,33,48,4
945,54,40,4
946,63,31,0
947,92,28,3
948,51,38,5
949,30,42,4
950,42,72,2
951,49,37,1
952,45,49,0
953,52,43,4
954,59,65,1
955,121,56,0
956,32,23,1
957,69,45,1
958,45,24,2
959,76,29,3
960,49,37,4
961,105,37,8
962,53,39,0
963,80,35,1
964,84,30,3
965,39,32,0
966,42,27,2
967,40,34,5
968,62,38,2
969,53,34,4
970,68,33,1
971,60,35,1
972,49,48,8
973,43,21,1
974,31,47,0
975,53,34,1
976,44,21,1
977,62,49,6
978,95,20,1
979,63,51,3
980,40,22,2
981,40,17,1
982,47,26,2
983,36,36,1
984,42,31,1
985,26,35,2
986,66,25,2
987,30,31,2
988,77,46,2
989,31,52,1
990,33,68,1
991,47,82,1
992,31,34,2
993,65,70,0
994,26,72,0
995,38,52,2
996,37,34,0
997,25,54,2
998,57,43,1
999,26,54,2
1000,41,45,2
1001,27,31,1
1002,27,66,2
1003,43,55,1
1004,76,36,3
1005,45,24,5
1006,46,44,0
1007,29,31,7
1008,18,65,1
1009,48,87,1
1010,48,72,1
1011,31,49,2
1012,41,58,1
1013,28,66,1
1014,35,90,1
1015,29,80,0
1016,43,51,4
1017,26,61,1
1018,38,35,2
1019,23,28,2
1020,29,29,1
1021,68,41,5
1022,32,33,2
1023,24,42,4
1024,60,64,2
1025,38,30,2
1026,56,51,0
1027,32,19,1
1028,41,15,0
1029,46,40,1
1030,76,44,1
1031,23,60,1
1032,33,45,0
1033,43,64,5
1034,49,91,1
1035,33,49,1
1036,50,43,1
1037,52,34,1
1038,40,51,0
1039,21,30,8
1040,40,66,2
1041,40,64,3
1042,29,56,2
1043,27,52,1
1044,22,31,3
1045,51,37,2
1046,41,39,3
1047,38,73,2
1048,31,47,0
1049,91,40,0
1050,31,52,1
1051,34,61,3
1052,52,31,0
1053,29,52,1
1054,55,57,8
1055,34,55,2
1056,31,68,1
1057,19,56,2
1058,24,71,1
1059,31,107,2
1060,22,76,4
1061,27,65,0
1062,76,32,2
1063,43,56,2
1064,60,44,0
1065,43,34,0
1066,34,28,1
1067,37,52,3
1068,15,47,1
1069,37,35,2
1070,42,54,2
1071,73,20,0
1072,40,28,3
1073,23,24,3
1074,57,28,0
1075,38,11,2
1076,37,24,1
1077,31,12,6
1078,27,17,1
1079,22,35,2
1080,21,44,1
1081,35,33,0
1082,58,28,2
1083,28,43,0
1084,61,24,0
1085,40,35,2
1086,31,43,2
1087,40,64,3
1088,27,46,1
1089,34,43,2
1090,31,44,1
1091,16,21,1
1092,48,72,0
1093,25,36,3
1094,35,52,2
1095,39,21,1
1096,31,55,2
1097,44,25,1
1098,45,25,2
1099,38,62,0
1100,48,27,1
1101,54,21,2
1102,51,19,0
1103,38,29,1
1104,31,24,4
1105,34,30,2
1106,53,22,4
1107,25,41,0
1108,49,19,2
1109,61,25,3
1110,29,56,4
1111,35,27,0
1112,46,25,4
1113,22,36,1
1114,48,52,1
1115,64,30,7
1116,43,22,5
1117,34,14,0
1118,112,18,0
1119,39,23,2
1120,75,64,1
1121,60,25,3
1122,59,68,0
1123,45,20,1
1124,63,26,1
1125,43,48,3
1126,46,41,1
1127,15,25,3
1128,78,28,0
1129,89,24,3
1130,55,29,2
1131,37,22,2
1132,39,29,1
1133,70,33,0
1134,62,18,5
1135,59,14,1
1136,95,16,4
1137,71,20,1
1138,95,35,2
1139,83,68,0
1140,76,27,2
1141,53,57,2
1142,41,24,1
1143,38,45,4
1144,31,38,2
1145,42,14,3
1146,28,24,0
1147,24,17,1
1148,44,27,0
1149,38,22,2
1150,16,26,1
1151,23,20,3
1152,25,47,1
1153,55,44,1
1154,43,13,0
1155,25,18,0
1156,27,29,1
1157,46,23,5
1158,22,40,0
1159,24,20,0
1160,28,31,1
1161,43,27,0
1162,22,52,2
1163,61,33,1
1164,37,19,2
1165,45,69,1
1166,28,22,1
1167,28,19,3
1168,23,17,0
1169,20,60,1
1170,61,44,1
1171,34,60,2
1172,28,31,2
1173,55,37,2
1174,47,36,4
1175,23,20,0
1176,26,21,0
1177,36,22,2
1178,60,25,2
1179,25,25,1
1180,19,15,1
1181,25,30,3
1182,22,18,0
1183,34,51,0
1184,23,15,7
1185,44,53,2
1186,20,23,3
1187,16,28,4
1188,38,36,3
1189,44,24,2
1190,36,66,1
1191,50,27,0
1192,13,25,1
1193,34,28,0
1194,30,24,2
1195,28,30,1
1196,16,19,0
1197,38,19,2
1198,44,37,2
1199,28,29,0
1200,23,28,1
1201,39,23,2
1202,21,39,0
1203,26,35,0
1204,50,73,1
1205,55,30,3
1206,27,24,6
1207,20,16,2
1208,22,18,1
1209,54,20,3
1210,32,23,2
1211,43,61,2
1212,31,69,2
1213,39,31,0
1214,30,42,1
1215,21,21,2
1216,36,56,4
1217,31,18,1
1218,31,44,0
1219,24,27,6
1220,38,36,1
1221,33,89,3
1222,19,65,0
1223,48,27,6
1224,59,43,1
1225,19,33,3
1226,28,68,2
1227,26,50,3
1228,25,37,3
1229,30,73,2
1230,19,36,0
1231,29,60,2
1232,36,14,1
1233,34,29,1
1234,11,39,9
1235,16,36,5
1236,22,46,1
1237,22,50,1
1238,21,43,0
1239,22,27,1
1240,24,22,5
1241,19,33,0
1242,23,55,3
1243,12,29,2
1244,47,17,0
1245,18,36,1
1246,28,19,4
1247,22,33,1
1248,46,19,1
1249,24,29,1
1250,32,13,1
1251,16,12,1
1252,17,26,2
1253,34,15,3
1254,17,72,1
1255,25,18,2
1256,49,31,2
1257,20,19,2
1258,33,30,0
1259,25,40,1
1260,36,20,5
1261,27,44,5
1262,39,72,2
1263,24,25,1
1264,36,26,6
1265,37,34,1
1266,35,30,0
1267,23,43,0
1268,18,38,2
1269,24,32,2
1270,33,16,3
1271,20,25,2
1272,37,40,1
1273,64,53,1
1274,19,21,3
1275,45,37,0
1276,37,21,0
1277,39,67,1
1278,42,25,0
1279,36,49,1
1280,24,11,0
1281,13,15,1
1282,46,45,6
1283,34,61,1
1284,50,49,1
1285,20,25,2
1286,18,37,1
1287,34,19,3
1288,56,58,2
1289,20,19,1
1290,59,23,1
1291,19,19,3
1292,25,21,2
1293,41,17,3
1294,51,23,1
1295,43,40,0
1296,29,39,0
1297,38,31,3
1298,54,19,1
1299,25,29,0
1300,22,20,1
1301,69,30,0
1302,52,63,1
1303,17,20,2
1304,29,38,4
1305,41,18,0
1306,38,18,3
1307,11,36,0
1308,35,42,3
1309,26,102,1
1310,55,12,2
1311,50,81,4
1312,37,54,0
1313,44,35,1
1314,69,25,0
1315,18,72,1
1316,59,22,0
1317,23,39,2
1318,48,22,5
1319,34,53,3
1320,56,26,1
1321,21,39,1
1322,49,20,2
1323,13,37,1
1324,15,46,0
1325,28,18,5
1326,41,30,2
1327,35,53,1
1328,47,25,1
1329,37,20,0
1330,21,61,2
1331,44,25,4
1332,51,8,4
1333,34,29,1
1334,19,43,1
1335,18,35,1
1336,29,43,1
1337,25,89,2
1338,47,54,1
1339,16,58,2
1340,13,74,2
1341,74,46,0
1342,49,128,0
1343,32,49,1
1344,42,54,2
1345,33,23,0
1346,44,76,2
1347,49,28,1
1348,22,76,2
1349,22,30,4
1350,34,13,2
1351,35,22,0
1352,16,12,1
1353,18,39,1
1354,36,14,1
1355,41,18,0
1356,38,30,0
1357,36,37,1
1358,13,31,1
1359,81,47,0
1360,49,12,3
1361,48,17,1
1362,32,13,1
1363,69,41,2
1364,49,25,1
1365,13,18,2
1366,55,18,1
1367,16,12,3
1368,41,14,1
1369,41,27,1
1370,51,11,4
1371,14,12,5
1372,35,13,1
1373,44,20,6
1374,39,14,1
1375,29,32,4
1376,27,24,1
1377,43,17,13
1378,18,33,1
1379,33,46,1
1380,35,59,1
1381,28,77,5
1382,37,51,2
1383,25,48,2
1384,24,24,6
1385,22,25,1
1386,17,32,1
1387,64,33,2
1388,35,10,5
1389,22,22,2
1390,33,13,2
1391,88,59,2
1392,20,38,5
1393,53,35,0
1394,28,56,1
1395,34,54,3
1396,23,26,1
1397,29,21,0
1398,22,51,0
1399,49,35,2
1400,30,19,3
1401,82,38,4
1402,9,50,1
1403,19,22,0
1404,35,54,1
1405,12,42,1
1406,27,32,1
1407,10,31,2
1408,52,29,0
1409,24,27,0
1410,27,17,1
1411,38,63,0
1412,47,19,0
1413,42,22,3
1414,39,28,0
1415,48,9,3
1416,34,28,3
1417,39,19,1
1418,22,11,1
1419,12,11,2
1420,23,19,0
1421,25,10,0
1422,12,11,3
1423,33,22,0
1424,36,11,2
1425,44,10,2
1426,34,20,2
1427,43,21,2
1428,18,51,0
1429,36,39,0
1430,44,33,5
1431,28,22,2
1432,17,63,2
1433,13,32,1
1434,23,22,0
1435,50,71,3
1436,41,29,1
1437,18,32,1
1438,24,13,1
1439,28,16,2
1440,32,18,7
1441,20,14,2
1442,45,7,3
1443,27,11,2
1444,27,12,1
1445,50,16,2
1446,31,20,3
1447,43,19,3
1448,27,11,2
1449,104,45,1
1450,36,22,3
1451,11,8,1
1452,54,13,1
1453,60,27,0
1454,52,48,4
1455,32,29,5
1456,35,13,4
1457,19,31,3
1458,32,11,3
1459,15,25,1
1460,27,8,2
1461,33,28,3
1462,19,8,1
1463,40,12,3
1464,14,11,3
1465,28,15,2
1466,21,28,1
1467,6,8,4
1468,19,28,2
1469,35,14,1
1470,32,13,2
1471,39,21,0
1472,35,16,1
1473,11,10,0
1474,32,14,0
1475,26,15,1
1476,20,13,1
1477,30,8,3
1478,13,36,1
1479,25,11,1
1480,16,20,0
1481,12,15,2
1482,35,24,0
1483,7,15,2
1484,12,8,3
1485,11,36,0
1486,16,56,1
1487,16,9,0
1488,27,7,1
1489,20,72,2
1490,23,41,2
1491,30,97,0
1492,24,40,1
1493,43,71,2
1494,61,36,1
1495,17,13,0
1496,40,18,2
1497,30,35,2
1498,47,9,0
1499,49,22,0
1500,39,15,2
1501,29,17,2
1502,19,12,1
1503,16,24,2
1504,42,24,1
1505,30,37,2
1506,39,18,1
1507,16,28,2
1508,15,11,0
1509,29,33,2
1510,26,55,1
1511,19,19,4
1512,12,9,0
1513,15,17,1
1514,36,37,1
1515,24,10,2
1516,27,65,2
1517,17,11,3
1518,25,68,2
1519,11,35,0
1520,45,8,4
1521,23,14,1
1522,41,22,1
1523,62,10,1
1524,15,16,1
1525,11,16,6
1526,39,8,1
1527,26,31,0
1528,25,21,0
1529,55,16,4
1530,36,21,1
1531,20,27,1
1532,23,27,0
1533,66,22,1
1534,84,29,1
1535,40,10,1
1536,18,46,0
1537,32,50,2
1538,33,39,2
1539,49,28,0
1540,50,33,1
1541,75,14,0
1542,29,45,2
1543,20,26,3
1544,34,15,4
1545,26,25,1
1546,15,8,1
1547,32,59,0
1548,90,20,1
1549,25,35,1
1550,27,13,0
1551,30,12,1
1552,53,15,0
1553,47,8,2
1554,22,18,0
1555,21,22,1
1556,34,16,0
1557,8,25,0
1558,24,28,0
1559,26,6,0
1560,36,35,1
1561,20,7,1
1562,12,11,0
1563,28,35,0
1564,23,25,0
1565,42,24,1
1566,52,33,3
1567,41,14,0
1568,32,32,0
1569,18,11,0
1570,27,23,1
1571,35,23,0
1572,23,25,3
1573,20,35,0
1574,50,33,1
1575,9,31,1
1576,46,13,0
1577,57,30,0
1578,23,24,1
1579,22,16,3
1580,13,20,0
1581,14,28,2
1582,19,70,2
1583,17,17,2
1584,9,13,2
1585,7,89,1
1586,27,38,5
1587,19,46,0
1588,67,55,1
1589,25,37,7
1590,38,33,2
1591,46,22,1
1592,32,24,1
1593,13,22,0
1594,28,28,2
1595,7,37,0
1596,25,62,4
1597,5,37,2
1598,11,11,3
1599,17,6,1
1600,20,24,2
1601,13,58,4
1602,26,50,3
1603,11,52,1
1604,13,23,1
1605,36,12,0
1606,7,58,3
1607,12,28,1
1608,9,19,0
1609,12,11,0
1610,31,28,0
1611,37,10,1
1612,28,21,0
1613,18,38,1
1614,29,31,0
1615,7,46,1
1616,5,21,1
1617,15,33,2
1618,14,76,0
1619,30,29,1
1620,10,46,1
1621,24,10,1
1622,7,15,2
1623,18,12,1
1624,22,27,1
1625,20,35,0
1626,32,45,1
1627,23,14,1
1628,31,23,1
1629,65,13,0
1630,16,10,0
1631,17,16,0
1632,19,14,0
1633,22,13,0
1634,20,8,1
1635,35,12,4
1636,8,18,0
1637,14,25,2
1638,9,10,0
1639,30,22,0
1640,11,47,0
1641,33,5,0
1642,42,6,0
1643,13,33,2
1644,36,9,0
1645,11,7,1
1646,23,14,1
1647,24,37,1
1648,13,20,1
1649,30,13,2
