IRG,accesses,reads,writes
252,117,60,47
253,97,51,49
254,90,37,60
255,103,46,36
256,85,38,56
257,95,50,35
258,93,42,43
259,103,55,43
260,92,54,45
261,86,45,40
262,90,50,33
263,88,51,46
264,83,46,44
265,85,46,51
266,84,39,47
267,112,43,43
268,85,46,38
269,107,55,40
270,100,51,38
271,77,50,46
272,87,39,45
273,75,48,38
274,92,39,40
275,108,47,31
276,93,41,56
277,79,32,51
278,85,47,53
279,88,56,43
280,88,40,46
281,100,49,42
282,85,40,38
283,79,41,44
284,81,60,45
285,91,47,50
286,70,43,49
287,78,51,41
288,88,38,51
289,77,32,32
290,88,49,40
291,92,39,35
292,80,37,47
293,80,36,35
294,93,44,40
295,97,58,37
296,84,35,53
297,92,39,36
298,87,47,45
299,86,43,41
300,59,49,40
301,75,39,44
302,81,51,47
303,80,45,50
304,95,37,47
305,81,45,34
306,89,46,49
307,72,42,44
308,101,32,40
309,68,49,45
310,74,37,36
311,82,44,55
312,71,42,41
313,83,49,47
314,89,28,38
315,91,47,36
316,87,46,41
317,101,48,48
318,75,45,47
319,88,38,62
320,73,43,27
321,80,36,53
322,71,37,32
323,84,39,37
324,85,37,45
325,88,37,33
326,88,42,41
327,89,39,36
328,86,30,39
329,82,36,36
330,64,37,34
331,87,43,37
332,77,28,36
333,75,44,35
334,85,38,40
335,74,45,30
336,83,42,48
337,77,48,37
338,68,34,41
339,83,45,35
340,94,45,33
341,81,33,35
342,75,39,33
343,68,32,41
344,79,36,38
345,73,42,37
346,66,28,49
347,69,38,30
348,71,36,30
349,67,29,47
350,57,29,36
351,70,27,31
352,76,45,38
353,73,44,37
354,71,34,32
355,76,27,35
356,75,42,39
357,81,37,30
358,74,27,38
359,67,31,21
360,66,39,28
361,79,38,36
362,87,28,25
363,73,49,32
364,67,37,25
365,50,31,37
366,72,46,43
367,57,43,28
368,83,38,40
369,76,31,31
370,79,33,44
371,72,41,30
372,92,25,42
373,65,39,41
374,68,25,46
375,71,38,39
376,71,38,35
377,63,23,31
378,69,34,26
379,90,36,27
380,67,43,33
381,77,40,37
382,58,43,28
383,72,40,26
384,66,23,41
385,64,36,34
386,67,32,35
387,84,46,31
388,76,32,36
389,73,40,37
390,77,25,32
391,78,36,30
392,68,26,44
393,58,37,31
394,64,36,26
395,71,29,32
396,69,39,33
397,70,30,36
398,61,30,33
399,67,31,47
400,53,41,40
401,54,41,36
402,57,37,37
403,62,39,23
404,68,31,40
405,53,35,35
406,61,19,32
407,57,40,26
408,57,36,36
409,69,37,31
410,69,30,31
411,68,31,32
412,65,35,26
413,65,29,26
414,59,34,25
415,59,33,39
416,80,34,25
417,55,37,33
418,80,40,33
419,56,34,30
420,69,23,30
421,51,39,35
422,68,39,28
423,55,30,41
424,53,25,30
425,65,31,36
426,62,41,34
427,51,30,22
428,82,32,29
429,72,40,26
430,64,33,24
431,61,28,30
432,70,35,36
433,58,27,32
434,60,33,30
435,53,38,33
436,59,23,31
437,60,29,31
438,56,23,31
439,53,37,32
440,56,29,28
441,64,32,21
442,61,22,40
443,71,26,33
444,61,30,31
445,52,26,26
446,58,26,38
447,65,36,26
448,63,31,32
449,57,29,27
450,66,33,26
451,54,32,35
452,64,28,30
453,44,43,28
454,50,47,36
455,62,25,32
456,47,26,30
457,72,23,25
458,49,31,34
459,57,26,37
460,57,20,23
461,50,32,36
462,52,23,36
463,67,28,31
464,45,30,27
465,54,26,42
466,59,28,20
467,58,23,30
468,54,35,23
469,52,26,26
470,62,27,27
471,67,30,20
472,51,20,22
473,74,28,30
474,62,21,30
475,58,37,29
476,62,27,39
477,57,30,19
478,58,31,25
479,42,29,31
480,55,27,30
481,56,25,29
482,48,24,19
483,54,20,37
484,67,25,31
485,48,30,32
486,50,26,23
487,59,23,29
488,65,20,29
489,66,27,28
490,49,28,32
491,63,25,29
492,68,22,26
493,46,28,28
494,56,28,37
495,52,25,24
496,44,30,28
497,58,29,26
498,51,25,27
499,59,31,37
500,67,26,18
501,46,23,30
502,52,22,24
503,57,24,28
504,47,23,28
505,51,33,20
506,53,23,11
507,62,34,22
508,42,30,25
509,57,23,28
510,50,25,27
511,62,27,35
512,41,22,36
513,49,26,14
514,35,14,29
515,42,26,27
516,40,15,31
517,71,28,26
518,56,22,24
519,59,32,25
520,54,32,28
521,57,27,22
522,49,27,37
523,42,22,35
524,55,25,29
525,53,25,19
526,49,27,31
527,49,34,25
528,49,22,26
529,45,24,24
530,53,39,22
531,49,31,20
532,53,23,32
533,45,21,25
534,41,24,24
535,51,17,15
536,48,27,24
537,56,25,26
538,47,25,31
539,40,26,19
540,49,22,26
541,60,29,24
542,38,21,32
543,55,27,32
544,45,27,30
545,44,22,28
546,53,26,21
547,47,16,26
548,47,20,20
549,49,22,19
550,56,25,22
551,59,26,15
552,52,23,27
553,50,17,23
554,48,23,27
555,46,22,28
556,48,34,17
557,56,32,26
558,47,19,30
559,54,17,26
560,61,28,27
561,45,24,20
562,53,19,28
563,41,30,21
564,67,25,22
565,41,26,21
566,59,27,26
567,32,22,19
568,46,16,20
569,62,19,26
570,39,26,27
571,52,26,19
572,41,30,24
573,49,18,29
574,54,28,28
575,42,23,21
576,49,30,29
577,39,29,19
578,42,25,29
579,53,25,28
580,53,22,19
581,41,24,27
582,41,15,26
583,55,17,28
584,51,18,24
585,53,20,20
586,49,20,14
587,45,19,17
588,44,14,27
589,49,30,23
590,42,31,19
591,43,20,27
592,55,21,18
593,45,26,24
594,42,11,20
595,42,19,22
596,46,21,25
597,48,21,25
598,42,24,23
599,48,16,18
600,41,28,20
601,41,21,16
602,48,19,31
603,57,27,28
604,54,14,31
605,39,19,29
606,47,16,26
607,38,14,26
608,53,23,16
609,54,27,14
610,36,25,21
611,54,26,15
612,42,23,20
613,42,29,25
614,44,17,18
615,50,18,11
616,39,27,22
617,59,22,9
618,52,27,26
619,42,15,16
620,40,24,21
621,27,32,29
622,28,16,23
623,43,27,18
624,43,12,20
625,46,17,27
626,40,24,27
627,39,26,16
628,43,21,28
629,36,27,28
630,47,22,21
631,46,20,23
632,41,20,23
633,41,26,18
634,39,29,23
635,48,21,18
636,38,23,29
637,50,24,26
638,43,25,21
639,35,31,22
640,40,23,20
641,48,14,22
642,37,23,22
643,35,28,21
644,49,25,26
645,34,23,23
646,33,25,30
647,53,19,25
648,43,18,20
649,53,33,19
650,51,18,21
651,43,16,22
652,41,23,23
653,28,20,21
654,47,16,17
655,36,18,19
656,45,25,17
657,43,20,24
658,39,17,15
659,45,16,19
660,46,23,24
661,35,24,17
662,40,18,22
663,43,18,30
664,43,25,18
665,38,29,23
666,35,26,23
667,48,25,15
668,31,28,15
669,42,21,19
670,39,21,16
671,48,17,20
672,39,18,14
673,48,14,19
674,45,15,16
675,49,22,20
676,40,11,15
677,40,17,18
678,48,23,18
679,53,15,20
680,41,26,21
681,49,20,18
682,47,25,26
683,41,23,24
684,47,16,14
685,31,16,24
686,50,18,28
687,31,17,23
688,38,17,27
689,48,31,16
690,34,26,12
691,28,30,14
692,42,15,24
693,34,17,25
694,34,16,26
695,32,23,22
696,53,22,18
697,44,23,19
698,44,28,15
699,33,19,21
700,38,14,23
701,33,21,18
702,36,18,30
703,36,20,26
704,34,13,19
705,38,19,16
706,40,18,22
707,40,26,23
708,46,23,23
709,32,17,22
710,38,19,17
711,36,14,19
712,47,19,22
713,40,12,22
714,41,18,14
715,39,21,26
716,37,20,27
717,36,25,21
718,34,21,17
719,39,15,29
720,38,23,25
721,49,16,24
722,36,22,23
723,35,24,21
724,45,22,22
725,50,17,27
726,31,26,19
727,39,17,15
728,42,13,18
729,33,12,16
730,28,24,21
731,38,28,18
732,45,17,18
733,34,17,23
734,34,23,16
735,42,22,12
736,33,19,16
737,40,17,17
738,45,13,18
739,49,27,16
740,31,18,11
741,51,22,19
742,31,24,16
743,44,17,14
744,42,15,14
745,47,18,15
746,34,23,19
747,26,13,15
748,42,14,15
749,41,14,23
750,38,13,14
751,36,18,27
752,26,17,18
753,40,26,12
754,30,25,18
755,41,19,18
756,35,14,14
757,32,19,13
758,29,25,17
759,41,18,27
760,39,18,17
761,27,15,13
762,38,20,13
763,40,13,15
764,32,12,18
765,31,17,17
766,40,23,22
767,41,15,18
768,32,16,23
769,32,19,21
770,36,16,20
771,36,12,21
772,44,16,19
773,35,20,19
774,34,22,12
775,30,13,21
776,31,20,18
777,27,12,13
778,53,16,19
779,40,20,14
780,40,13,19
781,34,18,26
782,30,13,18
783,42,21,18
784,33,17,22
785,40,13,23
786,21,12,15
787,44,26,22
788,32,22,15
789,30,11,11
790,44,22,27
791,40,13,18
792,42,13,22
793,37,11,19
794,28,19,16
795,29,7,18
796,33,15,16
797,42,24,15
798,41,21,19
799,41,13,18
800,36,16,14
801,43,22,23
802,26,23,12
803,42,13,17
804,29,13,20
805,35,14,21
806,33,21,21
807,35,14,12
808,34,18,19
809,39,17,9
810,38,19,20
811,44,21,18
812,38,27,23
813,38,19,8
814,39,29,13
815,35,24,21
816,27,16,20
817,34,17,10
818,29,14,17
819,36,18,14
820,25,25,15
821,34,18,18
822,31,13,12
823,51,15,16
824,30,15,22
825,39,17,20
826,28,14,14
827,35,12,17
828,28,16,10
829,35,18,15
830,48,14,17
831,26,16,13
832,36,22,18
833,27,15,14
834,27,18,13
835,36,23,11
836,38,17,13
837,32,24,13
838,26,13,21
839,28,19,20
840,36,17,14
841,37,16,16
842,29,7,15
843,31,23,25
844,37,13,22
845,35,13,23
846,30,15,17
847,36,22,21
848,28,16,21
849,31,19,10
850,31,16,12
851,29,17,11
852,25,14,19
853,34,16,18
854,30,10,13
855,37,18,16
856,38,18,20
857,40,24,16
858,26,17,20
859,30,11,22
860,24,23,17
861,34,17,17
862,27,22,13
863,38,10,15
864,32,13,20
865,38,15,19
866,20,19,17
867,32,11,14
868,39,16,17
869,28,20,15
870,33,20,20
871,36,12,15
872,26,11,13
873,34,16,7
874,31,14,14
875,29,12,16
876,30,16,18
877,31,25,10
878,29,12,19
879,38,18,15
880,41,15,26
881,49,14,17
882,33,17,18
883,29,10,19
884,27,17,16
885,43,10,16
886,34,21,20
887,26,16,19
888,29,12,12
889,18,15,18
890,37,13,13
891,34,16,13
892,36,16,20
893,32,22,21
894,27,11,13
895,29,11,15
896,37,12,11
897,33,17,23
898,37,13,3
899,33,16,17
900,28,19,20
901,35,27,17
902,35,12,18
903,30,23,12
904,29,12,14
905,36,8,17
906,34,18,14
907,36,13,16
908,27,18,12
909,35,14,12
910,29,11,17
911,24,13,15
912,29,10,17
913,39,11,21
914,39,15,14
915,31,16,16
916,27,18,10
917,31,14,13
918,37,10,18
919,25,12,18
920,32,15,15
921,31,16,18
922,29,14,10
923,30,9,22
924,37,13,15
925,38,15,22
926,36,13,17
927,28,16,18
928,32,14,18
929,25,12,15
930,36,16,15
931,36,11,16
932,22,15,16
933,27,11,23
934,40,14,13
935,28,24,17
936,35,18,13
937,32,21,20
938,34,14,11
939,30,30,10
940,37,10,18
941,40,13,11
942,39,12,13
943,35,10,9
944,32,19,18
945,32,18,20
946,31,15,13
947,29,25,20
948,32,19,5
949,28,22,19
950,35,20,14
951,29,20,10
952,31,15,8
953,27,20,13
954,32,16,14
955,39,18,17
956,19,13,13
957,32,18,12
958,34,13,14
959,19,14,18
960,42,13,8
961,31,14,17
962,25,13,10
963,30,18,14
964,30,14,16
965,36,22,16
966,24,11,10
967,30,13,13
968,36,18,16
969,36,25,16
970,19,11,19
971,29,13,17
972,37,18,22
973,37,19,13
974,30,13,9
975,28,11,17
976,29,11,11
977,33,10,20
978,21,8,15
979,26,12,22
980,22,16,13
981,35,11,13
982,27,16,13
983,32,19,22
984,27,24,13
985,30,10,17
986,35,18,13
987,31,13,17
988,32,12,15
989,27,24,16
990,38,16,16
991,32,13,16
992,29,15,14
993,22,19,19
994,27,12,20
995,27,17,10
996,38,11,12
997,35,12,9
998,29,17,13
999,28,14,14
1000,31,20,17
1001,26,10,16
1002,23,16,11
1003,33,12,14
1004,20,16,25
1005,28,14,13
1006,29,13,11
1007,30,17,16
1008,29,16,12
1009,20,13,18
1010,30,14,23
1011,27,16,5
1012,28,8,11
1013,36,22,13
1014,26,12,10
1015,25,25,16
1016,26,14,16
1017,40,11,18
1018,34,18,12
1019,19,9,14
1020,31,17,16
1021,30,14,11
1022,29,11,12
1023,27,14,12
1024,28,14,15
1025,28,13,19
1026,20,12,16
1027,27,10,15
1028,37,15,13
1029,30,23,10
1030,29,15,12
1031,27,15,18
1032,27,10,10
1033,35,9,10
1034,20,18,12
1035,29,16,17
1036,21,18,10
1037,30,19,16
1038,32,19,14
1039,20,10,17
1040,27,14,12
1041,23,22,16
1042,23,13,11
1043,29,6,13
1044,28,9,14
1045,25,10,16
1046,27,17,13
1047,22,17,8
1048,30,12,11
1049,32,11,15
1050,29,18,8
1051,34,10,16
1052,28,16,10
1053,35,19,13
1054,24,19,9
1055,25,16,17
1056,21,12,16
1057,33,14,8
1058,29,17,15
1059,30,17,16
1060,29,17,16
1061,22,12,11
1062,19,15,13
1063,36,13,6
1064,25,13,11
1065,32,21,12
1066,34,10,23
1067,24,21,16
1068,27,17,18
1069,26,12,16
1070,32,9,14
1071,32,17,14
1072,27,16,14
1073,27,13,16
1074,24,10,13
1075,25,20,8
1076,31,15,16
1077,20,17,15
1078,23,12,14
1079,31,10,18
1080,19,16,13
1081,32,15,12
1082,34,13,15
1083,32,15,18
1084,22,10,19
1085,27,9,15
1086,25,13,9
1087,20,21,16
1088,26,16,17
1089,22,11,11
1090,31,14,14
1091,29,13,10
1092,25,12,14
1093,27,6,9
1094,27,15,21
1095,21,14,13
1096,34,13,11
1097,21,14,13
1098,24,16,14
1099,24,18,12
1100,31,15,9
1101,22,12,16
1102,20,6,15
1103,26,13,10
1104,37,15,12
1105,25,16,14
1106,18,15,14
1107,37,15,14
1108,30,14,13
1109,25,8,11
1110,33,14,12
1111,32,15,13
1112,20,12,14
1113,30,11,16
1114,35,17,9
1115,20,10,16
1116,31,9,20
1117,36,14,12
1118,25,15,15
1119,32,16,13
1120,38,13,14
1121,23,18,12
1122,26,13,10
1123,28,15,15
1124,25,17,17
1125,27,15,15
1126,23,14,11
1127,26,13,15
1128,45,16,10
1129,22,11,9
1130,23,15,13
1131,25,12,10
1132,28,11,13
1133,28,18,11
1134,23,12,10
1135,33,14,10
1136,45,8,12
1137,36,24,14
1138,25,13,14
1139,22,17,11
1140,20,11,14
1141,22,14,19
1142,34,10,12
1143,19,8,12
1144,26,12,18
1145,31,15,8
1146,25,15,16
1147,38,10,13
1148,22,15,19
1149,25,18,15
1150,27,9,11
1151,13,21,23
1152,14,12,13
1153,19,14,15
1154,22,9,4
1155,27,14,19
1156,28,11,12
1157,24,17,10
1158,24,10,14
1159,29,17,17
1160,25,18,9
1161,21,10,24
1162,24,15,14
1163,25,9,14
1164,24,9,13
1165,17,9,10
1166,19,12,12
1167,19,11,12
1168,27,11,6
1169,25,18,17
1170,23,13,14
1171,16,16,9
1172,22,12,15
1173,20,8,10
1174,17,10,15
1175,25,10,16
1176,14,12,14
1177,29,14,14
1178,20,19,10
1179,33,13,10
1180,30,15,10
1181,19,9,13
1182,22,8,14
1183,24,12,5
1184,24,12,7
1185,27,12,6
1186,21,11,19
1187,22,15,20
1188,26,12,10
1189,22,15,13
1190,20,19,15
1191,39,17,12
1192,28,12,14
1193,29,17,11
1194,22,19,18
1195,29,11,18
1196,23,8,11
1197,32,15,16
1198,31,4,9
1199,25,8,7
1200,22,13,14
1201,20,14,14
1202,23,12,10
1203,31,17,24
1204,30,10,13
1205,34,12,18
1206,24,12,7
1207,34,17,9
1208,30,10,14
1209,21,9,9
1210,20,9,12
1211,29,14,13
1212,24,11,7
1213,30,13,15
1214,24,15,10
1215,37,14,13
1216,21,11,6
1217,28,16,9
1218,20,13,11
1219,28,20,10
1220,16,12,18
1221,28,13,16
1222,22,16,13
1223,22,8,11
1224,23,11,11
1225,29,9,11
1226,27,4,9
1227,31,5,13
1228,22,16,12
1229,28,16,9
1230,21,10,15
1231,31,18,12
1232,24,14,17
1233,25,11,7
1234,31,18,11
1235,26,8,7
1236,26,17,8
1237,29,6,6
1238,17,8,6
1239,21,17,13
1240,21,10,13
1241,18,18,12
1242,20,6,13
1243,21,13,6
1244,22,11,11
1245,30,10,14
1246,27,12,10
1247,18,16,5
1248,30,14,9
1249,27,17,11
1250,27,13,14
1251,22,11,16
1252,21,22,14
1253,22,8,5
1254,27,14,11
1255,25,13,10
1256,21,11,14
1257,28,8,10
1258,36,19,10
1259,21,12,9
1260,20,17,7
1261,19,17,11
1262,32,20,15
1263,29,16,11
1264,22,15,7
1265,25,10,14
1266,20,13,9
1267,27,10,13
1268,15,8,10
1269,24,15,7
1270,23,5,14
1271,22,11,9
1272,30,6,2
1273,26,9,8
1274,22,15,13
1275,20,11,11
1276,25,17,13
1277,24,10,5
1278,28,20,17
1279,20,14,11
1280,23,14,14
1281,26,15,16
1282,18,13,11
1283,24,14,9
1284,22,11,9
1285,19,9,9
1286,16,12,12
1287,34,13,10
1288,36,12,16
1289,19,8,11
1290,19,15,10
1291,26,11,8
1292,19,17,11
1293,24,12,11
1294,31,12,11
1295,31,13,8
1296,32,9,8
1297,24,14,8
1298,32,7,9
1299,28,10,8
1300,28,7,9
1301,28,14,11
1302,16,13,12
1303,30,8,9
1304,15,12,9
1305,22,7,8
1306,20,7,7
1307,23,10,7
1308,34,16,8
1309,26,18,13
1310,25,10,16
1311,28,12,11
1312,25,11,8
1313,22,10,13
1314,17,19,14
1315,24,12,10
1316,22,14,12
1317,28,8,13
1318,27,5,7
1319,18,12,15
1320,28,7,23
1321,29,13,10
1322,23,13,12
1323,26,15,13
1324,18,12,11
1325,20,12,12
1326,23,12,7
1327,24,8,12
1328,29,7,8
1329,18,18,9
1330,20,8,7
1331,21,16,12
1332,21,11,10
1333,24,8,5
1334,25,12,12
1335,25,4,9
1336,18,15,11
1337,22,9,8
1338,19,14,8
1339,24,16,14
1340,20,8,10
1341,27,14,13
1342,22,17,9
1343,21,10,14
1344,29,10,8
1345,25,10,13
1346,18,10,13
1347,25,15,20
1348,27,13,12
1349,27,9,11
1350,22,13,12
1351,22,14,7
1352,27,11,9
1353,20,10,14
1354,19,3,7
1355,29,6,10
1356,21,9,11
1357,27,6,7
1358,20,10,10
1359,21,11,9
1360,21,15,11
1361,26,8,11
1362,20,9,11
1363,22,16,10
1364,19,11,9
1365,22,6,11
1366,15,9,6
1367,18,9,12
1368,19,9,5
1369,21,10,10
1370,11,15,4
1371,14,15,18
1372,18,6,11
1373,24,8,10
1374,23,19,9
1375,31,9,12
1376,31,9,10
1377,18,10,7
1378,21,8,10
1379,24,8,9
1380,20,14,7
1381,21,11,8
1382,19,12,8
1383,24,13,4
1384,20,12,15
1385,19,10,7
1386,17,6,14
1387,30,12,10
1388,25,7,12
1389,24,12,9
1390,27,14,9
1391,21,7,13
1392,11,7,11
1393,25,7,10
1394,23,8,9
1395,24,19,16
1396,19,15,5
1397,26,8,16
1398,23,12,8
1399,20,5,10
1400,21,16,14
1401,14,14,10
1402,27,14,5
1403,21,8,11
1404,26,13,13
1405,25,16,6
1406,16,8,9
1407,14,11,11
1408,22,12,8
1409,13,14,17
1410,24,8,7
1411,18,6,13
1412,31,8,9
1413,16,14,9
1414,19,13,15
1415,12,5,10
1416,21,16,11
1417,20,12,5
1418,17,11,14
1419,26,9,11
1420,26,7,12
1421,20,11,15
1422,30,11,17
1423,18,11,17
1424,26,8,3
1425,18,9,13
1426,20,11,11
1427,24,13,4
1428,27,16,6
1429,23,18,10
1430,16,6,3
1431,27,16,6
1432,15,16,19
1433,17,12,8
1434,26,9,16
1435,20,12,7
1436,19,16,12
1437,19,7,10
1438,18,8,17
1439,18,6,7
1440,16,16,8
1441,16,9,8
1442,24,11,14
1443,23,12,16
1444,19,11,11
1445,15,7,15
1446,17,8,7
1447,24,10,10
1448,8,6,6
1449,20,9,13
1450,19,11,14
1451,13,12,10
1452,17,7,13
1453,24,12,8
1454,19,18,9
1455,25,11,9
1456,28,8,13
1457,15,10,13
1458,24,15,7
1459,14,9,6
1460,16,18,14
1461,33,13,8
1462,17,10,8
1463,17,9,10
1464,24,11,13
1465,18,7,11
1466,17,6,8
1467,17,8,9
1468,26,7,10
1469,22,3,11
1470,21,6,12
1471,23,12,8
1472,16,8,6
1473,24,7,14
1474,15,14,12
1475,18,13,12
1476,21,10,12
1477,27,13,15
1478,16,9,18
1479,16,9,13
1480,15,9,12
1481,19,5,17
1482,15,11,8
1483,22,8,11
1484,18,11,10
1485,15,13,10
1486,21,13,7
1487,23,10,12
1488,20,12,9
1489,23,13,10
1490,21,8,13
1491,18,6,5
1492,24,9,6
1493,26,17,12
1494,18,7,9
1495,17,5,9
1496,22,16,9
1497,23,11,11
1498,19,8,10
1499,22,7,11
1500,16,12,8
1501,33,5,8
1502,19,12,10
1503,19,9,12
1504,15,10,14
1505,25,13,7
1506,26,8,13
1507,18,15,9
1508,15,12,12
1509,21,11,6
1510,16,9,10
1511,26,12,11
1512,18,12,5
1513,17,10,10
1514,16,10,10
1515,15,9,5
1516,17,5,11
1517,24,12,8
1518,17,14,8
1519,17,13,9
1520,12,11,13
1521,11,9,7
1522,14,6,11
1523,23,8,7
1524,20,8,14
1525,15,10,7
1526,16,5,6
1527,23,6,7
1528,20,10,8
1529,20,8,18
1530,25,12,18
1531,14,15,4
1532,26,12,9
1533,20,13,8
1534,19,6,11
1535,25,10,9
1536,19,11,7
1537,23,10,9
1538,21,11,6
1539,27,11,12
1540,20,15,9
1541,17,7,7
1542,19,8,12
1543,11,12,6
1544,20,11,8
1545,14,14,5
1546,15,9,3
1547,12,10,12
1548,20,8,9
1549,25,8,12
1550,20,4,6
1551,23,8,14
1552,25,9,13
1553,27,8,15
1554,18,10,13
1555,20,8,8
1556,18,12,8
1557,17,11,11
1558,19,9,11
1559,18,14,9
1560,14,10,5
1561,21,1,8
1562,13,9,9
1563,20,6,10
1564,16,7,5
1565,12,8,13
1566,20,14,8
1567,23,9,16
1568,21,5,11
1569,16,9,12
1570,22,8,7
1571,20,9,14
1572,32,9,7
1573,24,16,13
1574,19,13,6
1575,27,8,14
1576,18,12,5
1577,16,10,11
1578,22,5,10
1579,17,10,5
1580,18,11,5
1581,23,13,8
1582,18,8,11
1583,18,11,8
1584,12,9,8
1585,13,14,10
1586,16,11,11
1587,12,5,14
1588,25,12,7
1589,21,5,10
1590,13,12,10
1591,15,8,6
1592,23,9,15
1593,19,12,5
1594,20,11,6
1595,17,4,11
1596,17,4,7
1597,20,6,12
1598,18,10,3
1599,16,6,10
1600,9,11,11
1601,21,14,7
1602,15,11,13
1603,21,4,11
1604,25,13,9
1605,18,6,6
1606,15,8,11
1607,18,12,10
1608,19,11,10
1609,10,8,10
1610,15,10,8
1611,17,14,7
1612,13,12,6
1613,21,11,5
1614,18,12,7
1615,17,8,6
1616,25,10,13
1617,25,14,6
1618,11,9,6
1619,17,10,10
1620,15,11,8
1621,18,5,12
1622,22,5,13
1623,20,11,9
1624,17,7,5
1625,14,13,8
1626,24,11,7
1627,15,3,12
1628,14,16,8
1629,19,12,8
1630,16,7,11
1631,19,11,2
1632,22,6,4
1633,30,8,8
1634,18,11,4
1635,26,6,14
1636,15,9,4
1637,16,10,8
1638,28,13,16
1639,22,7,8
1640,21,4,14
1641,16,10,12
1642,16,9,5
1643,18,13,17
1644,9,11,6
1645,13,7,15
1646,20,13,15
1647,14,10,9
1648,27,7,6
1649,16,18,12
1650,19,11,8
1651,21,9,6
1652,20,9,6
1653,26,13,6
1654,19,13,7
1655,15,8,12
1656,22,7,9
1657,13,11,8
1658,13,15,11
1659,15,14,11
1660,20,9,6
1661,16,12,7
1662,14,8,6
1663,18,10,7
