in,per_rank,accesses,reads,writes
3802415,1,22,18,4
6687980,1,22,18,4
5670363,1,22,18,4
2715694,1,22,18,4
4109751,1,22,18,4
5459544,1,22,18,4
5421215,1,22,18,4
2027160,1,22,18,4
3687293,1,22,18,4
3783120,1,22,18,4
2794622,1,22,18,4
6284634,1,22,18,4
7244312,1,22,18,4
6629914,1,22,18,4
6399772,1,22,18,4
5785660,1,22,18,4
3207458,1,22,18,4
6341858,1,22,18,4
5190925,1,22,18,4
2341741,1,22,18,4
3225820,1,22,18,4
7167683,1,22,18,4
6342308,1,22,18,4
3226476,1,22,18,4
7771521,1,22,18,4
6073144,1,22,18,4
7512067,1,22,18,4
6149692,1,22,18,4
5247784,1,22,18,4
6956469,1,22,18,4
5401234,1,22,18,4
5401999,1,22,18,4
2085986,1,22,18,4
2086419,1,22,18,4
8067261,1,22,18,4
4147949,1,22,18,4
3494893,1,22,18,4
8214813,1,22,18,4
3187038,1,22,18,4
7971596,1,22,18,4
6130757,1,22,18,4
3475703,1,22,18,4
6131247,1,22,18,4
3590995,1,22,18,4
5804382,1,22,18,4
5804962,1,22,18,4
6438422,1,22,18,4
6802896,1,22,18,4
5977443,1,22,18,4
3553035,1,22,18,4
6592118,1,22,18,4
7071413,1,22,18,4
8693833,1,22,18,4
5766219,1,22,18,4
4127840,1,22,18,4
6840943,1,22,18,4
7071799,1,22,18,4
8113628,1,22,18,4
3744893,1,22,18,4
8713498,1,22,18,4
3434822,1,22,18,4
2027389,1,22,18,4
5939004,1,22,18,4
3435256,1,22,18,4
3917096,1,22,18,4
6207927,1,22,18,4
2517768,1,22,18,4
5631658,1,22,18,4
8578823,1,22,18,4
5649410,1,22,18,4
6072040,1,22,18,4
2970298,1,22,18,4
8174432,1,22,18,4
4434611,1,22,18,4
8636572,1,22,18,4
5362406,1,22,18,4
1529174,1,22,18,4
4434102,1,22,18,4
4279440,1,22,18,4
5362081,1,22,18,4
8790174,1,22,18,4
6265659,1,22,18,4
8112258,1,22,18,4
3390338,1,22,18,4
3840723,1,22,18,4
2420747,1,22,18,4
2400798,1,22,18,4
1106315,1,22,18,4
1244575,1,22,18,4
8387011,1,22,18,4
8194692,1,22,18,4
4261752,1,20,12,8
7033601,1,20,17,3
8041061,1,20,17,3
7742395,1,20,8,12
7742396,1,20,8,12
5631922,1,20,17,3
5632168,1,20,17,3
4278390,1,20,8,12
4278391,1,20,8,12
4278478,1,20,12,8
3917258,1,20,17,3
7951643,1,20,8,12
7951644,1,20,8,12
3859872,1,20,17,3
6072668,1,20,17,3
7814961,1,20,8,12
7814962,1,20,8,12
7815146,1,20,12,8
8174822,1,20,17,3
2814942,1,20,17,3
2695804,1,20,8,12
2695805,1,20,8,12
2696056,1,20,12,8
8712187,1,20,17,3
1528928,1,20,17,3
8233523,1,20,8,12
8233524,1,20,8,12
8233745,1,20,12,8
8029099,1,20,17,3
6379863,1,20,17,3
798064,1,20,8,12
798065,1,20,8,12
7951982,1,20,8,12
7951983,1,20,8,12
1605300,1,20,17,3
3896224,1,20,17,3
2793447,1,20,8,12
2793448,1,20,8,12
2793542,1,20,12,8
7624527,1,20,17,3
8027942,1,20,8,12
8027943,1,20,8,12
8027972,1,20,12,8
6265450,1,20,17,3
3379978,2,20,17,3
6664897,2,20,8,12
6664898,2,20,8,12
6665139,2,20,12,8
3840478,2,20,17,3
6590259,2,20,8,12
6590260,2,20,8,12
8406300,2,20,17,3
6590408,2,20,12,8
788004,2,20,8,12
788005,2,20,8,12
2420882,2,20,17,3
788242,2,20,12,8
3122666,2,20,17,3
788708,2,20,8,12
788709,2,20,8,12
788956,2,20,12,8
1081655,2,20,17,3
2910700,2,20,8,12
2910701,2,20,8,12
3591288,2,20,12,8
3379752,2,20,17,3
7871800,2,20,17,3
6648833,2,20,17,3
6514377,2,20,8,12
6514378,2,20,8,12
1111718,2,20,17,3
6514538,2,20,12,8
5803566,2,20,17,3
4089577,2,20,17,3
6515081,2,20,8,12
6515082,2,20,8,12
8711600,2,20,17,3
6515142,2,20,12,8
2852151,2,20,8,12
2852152,2,20,8,12
2852334,2,20,12,8
2202755,2,20,8,12
2202756,2,20,8,12
2202986,2,20,12,8
7070950,2,20,8,12
7070951,2,20,8,12
6433731,2,20,8,12
6433732,2,20,8,12
8879492,2,20,8,12
8879493,2,20,8,12
6434506,2,20,8,12
6434507,2,20,8,12
6434652,2,20,12,8
7528946,2,20,8,12
7528947,2,20,8,12
820336,2,20,8,12
820337,2,20,8,12
8213961,2,20,8,12
8213962,2,20,8,12
1243199,2,20,8,12
1243200,2,20,8,12
7222776,2,20,8,12
7222777,2,20,8,12
7222940,2,20,12,8
36026,2,20,8,12
36027,2,20,8,12
36078,2,20,12,8
1628005,2,20,8,12
1628006,2,20,8,12
205137,2,20,8,12
205138,2,20,8,12
1375438,2,20,12,8
212321,2,20,8,12
212322,2,20,8,12
212371,2,20,12,8
208033,2,20,8,12
208034,2,20,8,12
208287,2,20,12,8
234963,2,20,8,12
234964,2,20,8,12
235074,2,20,12,8
408382,2,20,8,12
408383,2,20,8,12
420357,2,20,8,12
420358,2,20,8,12
219953,2,20,8,12
219954,2,20,8,12
594985,2,20,8,12
594986,2,20,8,12
45962,2,20,8,12
45963,2,20,8,12
310728,2,20,8,12
310729,2,20,8,12
525424,2,20,8,12
525425,2,20,8,12
154625,2,20,8,12
154626,2,20,8,12
8607140,2,20,8,12
8607141,2,20,8,12
8607165,2,20,12,8
575215,2,20,8,12
575216,2,20,8,12
575382,2,20,12,8
219330,2,20,8,12
219331,2,20,8,12
363511,2,20,8,12
363512,2,20,8,12
8206043,2,20,8,12
8206044,2,20,8,12
8206068,2,20,12,8
204720,2,20,8,12
204721,2,20,8,12
332548,2,20,8,12
332549,2,20,8,12
633374,2,20,8,12
633375,2,20,8,12
8942966,2,20,8,12
8942967,2,20,8,12
8943010,2,20,12,8
710717,2,20,8,12
710718,2,20,8,12
594472,2,20,8,12
594473,2,20,8,12
767890,2,20,8,12
767891,2,20,8,12
768130,2,20,12,8
1910651,2,20,8,12
1910652,2,20,8,12
1910737,2,20,12,8
1916737,2,20,8,12
1916738,2,20,8,12
1916990,2,20,12,8
1920440,2,20,12,8
1920279,2,20,8,12
1920280,2,20,8,12
1922835,2,20,8,12
1922836,2,20,8,12
1922855,2,20,12,8
1927987,2,20,12,8
1927844,2,20,8,12
1927845,2,20,8,12
1933930,2,20,8,12
1933931,2,20,8,12
1937530,2,20,8,12
1937531,2,20,8,12
1937617,2,20,12,8
1943513,2,20,12,8
1943370,2,20,8,12
1943371,2,20,8,12
1945568,2,20,8,12
1945569,2,20,8,12
1948240,2,20,8,12
1948241,2,20,8,12
1953312,2,20,8,12
1953313,2,20,8,12
1957616,2,20,8,12
1957617,2,20,8,12
1957727,2,20,12,8
1961909,2,20,12,8
1961674,2,20,8,12
1961675,2,20,8,12
1969148,2,20,8,12
1969149,2,20,8,12
1973378,2,20,8,12
1973379,2,20,8,12
1973460,2,20,12,8
1977608,2,20,8,12
1977609,2,20,8,12
1983390,2,20,8,12
1983391,2,20,8,12
2008012,2,20,8,12
2008013,2,20,8,12
2047420,2,20,8,12
2047421,2,20,8,12
2047626,2,20,12,8
2086812,2,20,8,12
2086813,2,20,8,12
2126204,2,20,8,12
2126205,2,20,8,12
2126347,2,20,12,8
2165580,2,20,8,12
2165581,2,20,8,12
2205372,2,20,8,12
2205373,2,20,8,12
2263948,2,20,8,12
2263949,2,20,8,12
2303244,2,20,8,12
2303245,2,20,8,12
2342636,2,20,8,12
2342637,2,20,8,12
2382124,2,20,8,12
2382125,2,20,8,12
2421516,2,20,8,12
2421517,2,20,8,12
2421743,2,20,12,8
2460892,2,20,8,12
2460893,2,20,8,12
2578028,2,20,8,12
2578029,2,20,8,12
2598396,2,20,8,12
2598397,2,20,8,12
2598447,2,20,12,8
2637804,2,20,8,12
2637805,2,20,8,12
3031427,2,20,12,8
3070799,2,20,12,8
3110144,2,20,12,8
3149712,2,20,12,8
2886684,2,20,12,8
2888879,2,20,12,8
2889123,2,20,12,8
2890532,2,20,12,8
3002972,2,20,12,8
3006222,2,20,12,8
3007021,2,20,12,8
3007926,2,20,12,8
3008897,2,20,12,8
3009783,2,20,12,8
2967919,2,20,12,8
2969074,2,20,12,8
3122519,2,20,12,8
2655258,2,20,12,8
2656863,2,20,12,8
5132042,2,20,12,8
5132793,2,20,12,8
4242991,2,20,12,8
4243854,2,20,12,8
3125439,2,20,12,8
3128214,2,20,12,8
3279834,2,20,12,8
3281752,2,20,12,8
3283875,2,20,12,8
2649215,2,20,12,8
2651238,2,20,12,8
2652304,2,20,12,8
3241516,2,20,12,8
3243222,2,20,12,8
5148063,2,20,12,8
3128500,2,20,12,8
4337590,2,20,12,8
4338779,2,20,12,8
5149536,2,20,12,8
4296793,2,20,12,8
4297770,2,20,12,8
4301069,2,20,12,8
3317540,2,20,12,8
5150374,2,20,12,8
2577062,2,20,12,8
4167122,2,20,12,8
6687995,2,20,12,8
2027175,2,20,12,8
3687308,2,20,12,8
6284649,2,20,12,8
6629929,2,20,12,8
6399787,2,20,12,8
5785675,2,20,12,8
6341873,2,20,12,8
5190940,2,20,12,8
2341756,2,20,12,8
3225835,2,20,12,8
6342323,2,20,12,8
6073159,2,20,12,8
6149707,2,20,12,8
5401249,2,20,12,8
2086001,2,20,12,8
2086434,2,20,12,8
8067276,2,20,12,8
4147964,2,20,12,8
3494908,2,20,12,8
3187053,2,20,12,8
6130772,2,20,12,8
6131262,2,20,12,8
5804397,2,20,12,8
5804977,2,20,12,8
6438437,2,20,12,8
6802911,2,20,12,8
5977458,2,20,12,8
3553050,2,20,12,8
6592133,2,20,12,8
7071428,2,20,12,8
8693848,2,20,12,8
5766234,2,20,12,8
6840958,2,20,12,8
8113643,2,20,12,8
3744908,2,20,12,8
3434837,2,20,12,8
5939019,2,20,12,8
3435271,2,20,12,8
6207942,2,20,12,8
2517783,2,20,12,8
5631673,2,20,12,8
5649425,2,20,12,8
2970313,2,20,12,8
8636587,2,20,12,8
5362421,2,20,12,8
1529189,2,20,12,8
4279455,2,20,12,8
8790189,2,20,12,8
8112273,2,20,12,8
3390353,2,20,12,8
2400813,2,20,12,8
1244590,2,20,12,8
8387026,2,20,12,8
5803195,2,20,8,12
5803196,2,20,8,12
926852,2,20,8,12
926853,2,20,8,12
927016,2,20,12,8
8711167,2,20,8,12
8711168,2,20,8,12
6054065,2,20,8,12
6054066,2,20,8,12
4261976,2,20,8,12
4261977,2,20,8,12
4262061,2,20,12,8
4277942,2,20,8,12
4277943,2,20,8,12
8156187,2,20,8,12
8156188,2,20,8,12
8156415,2,20,12,8
8156443,2,20,8,12
8156444,2,20,8,12
2833541,2,20,8,12
2833542,2,20,8,12
2833628,2,20,12,8
7473650,2,20,8,12
7473651,2,20,8,12
7473704,2,20,12,8
798320,2,20,8,12
798321,2,20,8,12
798352,2,20,12,8
3743180,2,20,8,12
3743181,2,20,8,12
7833915,2,20,8,12
7833916,2,20,8,12
7550294,2,20,8,12
7550295,2,20,8,12
7550393,2,20,12,8
7472955,2,20,8,12
7472956,2,20,8,12
7473051,2,20,12,8
1608322,2,20,8,12
1608323,2,20,8,12
1608495,2,20,12,8
6590707,2,20,8,12
6590708,2,20,8,12
6590820,2,20,12,8
788452,2,20,8,12
788453,2,20,8,12
788566,2,20,12,8
8307153,2,20,8,12
8307154,2,20,8,12
8307409,2,20,8,12
8307410,3,20,8,12
8307568,3,20,12,8
6514825,3,20,8,12
6514826,3,20,8,12
5611755,3,20,8,12
5611756,3,20,8,12
5612011,3,20,8,12
5612012,3,20,8,12
2852407,3,20,8,12
2852408,3,20,8,12
2852452,3,20,12,8
2203203,3,20,8,12
2203204,3,20,8,12
6914776,3,20,8,12
6914777,3,20,8,12
6914932,3,20,12,8
2203538,3,20,8,12
2203539,3,20,8,12
2203582,3,20,12,8
6666682,3,20,8,12
6666683,3,20,8,12
6666789,3,20,12,8
6434179,3,20,8,12
6434180,3,20,8,12
8879941,3,20,8,12
8879942,3,20,8,12
8224435,3,20,8,12
8224436,3,20,8,12
8290753,3,20,8,12
8290754,3,20,8,12
820784,3,20,8,12
820785,3,20,8,12
8213171,3,20,8,12
8213172,3,20,8,12
1818405,3,20,8,12
1818406,3,20,8,12
1818428,3,20,12,8
8047782,3,20,8,12
8047783,3,20,8,12
7223224,3,20,8,12
7223225,3,20,8,12
7223410,3,20,12,8
7223480,3,20,8,12
7223481,3,20,8,12
7223528,3,20,12,8
25450,3,20,8,12
25451,3,20,8,12
226037,3,20,12,8
3430278,3,20,8,12
3430279,3,20,8,12
3430534,3,20,8,12
3430535,3,20,8,12
1628261,3,20,8,12
1628262,3,20,8,12
1628309,3,20,12,8
46301,3,20,8,12
46302,3,20,8,12
49322,3,20,8,12
49323,3,20,8,12
261318,3,20,8,12
261319,3,20,8,12
261437,3,20,12,8
422693,3,20,8,12
422694,3,20,8,12
422901,3,20,12,8
418821,3,20,8,12
418822,3,20,8,12
418967,3,20,12,8
419125,3,20,8,12
419126,3,20,8,12
519578,3,20,8,12
519579,3,20,8,12
519624,3,20,12,8
422325,3,20,8,12
422326,3,20,8,12
606530,3,20,8,12
606531,3,20,8,12
606754,3,20,12,8
3533622,3,20,8,12
3533623,3,20,8,12
350296,3,20,8,12
350297,3,20,8,12
350540,3,20,12,8
418524,3,20,8,12
418525,3,20,8,12
268782,3,20,12,8
268597,3,20,8,12
268598,3,20,8,12
372392,3,20,8,12
372393,3,20,8,12
8606692,3,20,8,12
8606693,3,20,8,12
238067,3,20,8,12
238068,3,20,8,12
275270,3,20,8,12
275271,3,20,8,12
204464,3,20,8,12
204465,3,20,8,12
595400,3,20,8,12
595401,3,20,8,12
595682,3,20,12,8
605964,3,20,8,12
605965,3,20,8,12
620833,3,20,8,12
620834,3,20,8,12
620983,3,20,12,8
613209,3,20,8,12
613210,3,20,8,12
615225,3,20,8,12
615226,3,20,8,12
605591,3,20,8,12
605592,3,20,8,12
605698,3,20,12,8
594728,3,20,8,12
594729,3,20,8,12
4261720,3,19,7,12
4261721,3,19,7,12
2677212,3,18,8,10
2677213,3,18,8,10
2716652,3,18,8,10
2716653,3,18,8,10
2755820,3,18,8,10
2755821,3,18,8,10
2795468,3,18,8,10
2795469,3,18,8,10
2873260,3,18,8,10
2873261,3,18,8,10
2912684,3,18,8,10
2912685,3,18,8,10
2952124,3,18,8,10
2952125,3,18,8,10
2991260,3,18,8,10
2991261,3,18,8,10
3031260,3,18,8,10
3031261,3,18,8,10
3070700,3,18,8,10
3070701,3,18,8,10
3110092,3,18,8,10
3110093,3,18,8,10
3149484,3,18,8,10
3149485,3,18,8,10
2885484,3,18,8,10
2885485,3,18,8,10
2886636,3,18,8,10
2886637,3,18,8,10
2887756,3,18,8,10
2887757,3,18,8,10
2888652,3,18,8,10
2888653,3,18,8,10
2889100,3,18,8,10
2889101,3,18,8,10
2890444,3,18,8,10
2890445,3,18,8,10
2891340,3,18,8,10
2891341,3,18,8,10
2892236,3,18,8,10
2892237,3,18,8,10
3002876,3,18,8,10
3002877,3,18,8,10
3004854,3,18,8,10
3004855,3,18,8,10
3005981,3,18,8,10
3005982,3,18,8,10
3006877,3,18,8,10
3006878,3,18,8,10
3007773,3,18,8,10
3007774,3,18,8,10
3008669,3,18,8,10
3008670,3,18,8,10
3009565,3,18,8,10
3009566,3,18,8,10
3010619,3,18,8,10
3010620,3,18,8,10
2963756,3,18,8,10
2963757,3,18,8,10
2964876,3,18,8,10
2964877,3,18,8,10
2965900,3,18,8,10
2965901,3,18,8,10
2966908,3,18,8,10
2966909,3,18,8,10
2967900,3,18,8,10
2967901,3,18,8,10
2968924,3,18,8,10
2968925,3,18,8,10
2969996,3,18,8,10
2969997,3,18,8,10
3121468,3,18,8,10
3121469,3,18,8,10
3122364,3,18,8,10
3122365,3,18,8,10
3122876,3,18,8,10
3122877,3,18,8,10
3124332,3,18,8,10
3124333,3,18,8,10
2653794,3,18,8,10
2653795,3,18,8,10
2655154,3,18,8,10
2655155,3,18,8,10
2656610,3,18,8,10
2656611,3,18,8,10
2568780,3,18,8,10
2568781,3,18,8,10
2569957,3,18,8,10
2569958,3,18,8,10
2571093,3,18,8,10
2571094,3,18,8,10
4518533,3,18,8,10
4518534,3,18,8,10
5130981,3,18,8,10
5130982,3,18,8,10
5131877,3,18,8,10
5131878,3,18,8,10
5132773,3,18,8,10
5132774,3,18,8,10
4241254,3,18,8,10
4241255,3,18,8,10
4242812,3,18,8,10
4242813,3,18,8,10
4243708,3,18,8,10
4243709,3,18,8,10
3125404,3,18,8,10
3125405,3,18,8,10
3126300,3,18,8,10
3126301,3,18,8,10
3127196,3,18,8,10
3127197,3,18,8,10
3128092,3,18,8,10
3128093,3,18,8,10
3279676,3,18,8,10
3279677,3,18,8,10
3281726,3,18,8,10
3281727,3,18,8,10
3282622,3,18,8,10
3282623,3,18,8,10
3283794,3,18,8,10
3283795,3,18,8,10
2648992,3,18,8,10
2648993,3,18,8,10
2650068,3,18,8,10
2650069,3,18,8,10
2651144,3,18,8,10
2651145,3,18,8,10
2652252,3,18,8,10
2652253,3,18,8,10
3241276,3,18,8,10
3241277,3,18,8,10
3242454,3,18,8,10
3242455,3,18,8,10
3243111,3,18,8,10
3243112,3,18,8,10
3244706,3,18,8,10
3244707,3,18,8,10
3245602,3,18,8,10
3245603,3,18,8,10
5147141,3,18,8,10
5147142,3,18,8,10
5148037,3,18,8,10
5148038,3,18,8,10
5148933,3,18,8,10
5148934,3,18,8,10
3128398,3,18,8,10
3128399,3,18,8,10
5899225,3,18,8,10
5899226,3,18,8,10
5899871,3,18,8,10
5899872,3,18,8,10
4337350,3,18,8,10
4337351,3,18,8,10
4338542,3,18,8,10
4338543,3,18,8,10
4339438,3,18,8,10
4339439,3,18,8,10
5149381,3,18,8,10
5149382,3,18,8,10
5151525,3,18,8,10
5151526,3,18,8,10
4296774,3,18,8,10
4296775,3,18,8,10
4297709,3,18,8,10
4297710,3,18,8,10
4298813,3,18,8,10
4298814,3,18,8,10
4299965,3,18,8,10
4299966,3,18,8,10
4300861,3,18,8,10
4300862,3,18,8,10
3317302,3,18,8,10
3317303,3,18,8,10
5150321,3,18,8,10
5150322,3,18,8,10
2577006,3,18,8,10
2577007,3,18,8,10
2696316,3,18,8,10
2696317,3,18,8,10
4167078,3,18,8,10
4167079,3,18,8,10
4263078,3,18,8,10
4263079,3,18,8,10
3802166,3,18,8,10
3802167,3,18,8,10
6687745,3,18,8,10
6687746,3,18,8,10
5670123,3,18,8,10
5670124,3,18,8,10
2715548,3,18,8,10
2715549,3,18,8,10
4109574,3,18,8,10
4109575,3,18,8,10
5459365,3,18,8,10
5459366,3,18,8,10
5421125,3,18,8,10
5421126,3,18,8,10
2027132,3,18,8,10
2027133,3,18,8,10
3687158,3,18,8,10
3687159,3,18,8,10
3782966,3,18,8,10
3782967,3,18,8,10
2794444,3,18,8,10
2794445,3,18,8,10
6284606,3,18,8,10
6284607,3,18,8,10
7244190,3,18,8,10
7244191,3,18,8,10
6629889,3,18,8,10
6629890,3,18,8,10
6399569,3,18,8,10
6399570,3,18,8,10
5785435,3,18,8,10
5785436,3,18,8,10
3207276,3,18,8,10
3207277,3,18,8,10
6341777,3,18,8,10
6341778,3,18,8,10
5190693,3,18,8,10
5190694,3,18,8,10
5382325,3,18,8,10
5382326,3,18,8,10
2341532,3,18,8,10
2341533,3,18,8,10
3225788,3,18,8,10
3225789,3,18,8,10
7167647,3,18,8,10
7167648,3,18,8,10
6342072,3,18,8,10
6342073,3,18,8,10
3226300,3,18,8,10
3226301,3,18,8,10
7771451,4,18,8,10
7771452,4,18,8,10
6073105,4,18,8,10
6073106,4,18,8,10
7511963,4,18,8,10
7511964,4,18,8,10
5362885,4,18,8,10
5362886,4,18,8,10
6149649,4,18,8,10
6149650,4,18,8,10
5247733,4,18,8,10
5247734,4,18,8,10
6956424,4,18,8,10
6956425,4,18,8,10
5401205,4,18,8,10
5401206,4,18,8,10
5401909,4,18,8,10
5401910,4,18,8,10
7951195,4,18,8,10
7951196,4,18,8,10
2085762,4,18,8,10
2085763,4,18,8,10
2086274,4,18,8,10
2086275,4,18,8,10
8067154,4,18,8,10
8067155,4,18,8,10
4147858,4,18,8,10
4147859,4,18,8,10
3494806,4,18,8,10
3494807,4,18,8,10
7282590,4,18,8,10
7282591,4,18,8,10
8214641,4,18,8,10
8214642,4,18,8,10
3187010,4,18,8,10
3187011,4,18,8,10
7971547,4,18,8,10
7971548,4,18,8,10
6130737,4,18,8,10
6130738,4,18,8,10
3475654,4,18,8,10
3475655,4,18,8,10
7933072,4,18,8,10
7933073,4,18,8,10
7952395,4,18,8,10
7952396,4,18,8,10
6131056,4,18,8,10
6131057,4,18,8,10
3590982,4,18,8,10
3590983,4,18,8,10
5804299,4,18,8,10
5804300,4,18,8,10
5804747,4,18,8,10
5804748,4,18,8,10
6438230,4,18,8,10
6438231,4,18,8,10
6802658,4,18,8,10
6802659,4,18,8,10
5977409,4,18,8,10
5977410,4,18,8,10
3552808,4,18,8,10
3552809,4,18,8,10
6591987,4,18,8,10
6591988,4,18,8,10
7071346,4,18,8,10
7071347,4,18,8,10
8693823,4,18,8,10
8693824,4,18,8,10
5766059,4,18,8,10
5766060,4,18,8,10
4127814,4,18,8,10
4127815,4,18,8,10
6840927,4,18,8,10
6840928,4,18,8,10
7071682,4,18,8,10
7071683,4,18,8,10
4128765,4,18,8,10
4128766,4,18,8,10
8113587,4,18,8,10
8113588,4,18,8,10
3744758,4,18,8,10
3744759,4,18,8,10
8713378,4,18,8,10
8713379,4,18,8,10
3434678,4,18,8,10
3434679,4,18,8,10
3434934,4,18,8,10
3434935,4,18,8,10
5938977,4,18,8,10
5938978,4,18,8,10
3435190,4,18,8,10
3435191,4,18,8,10
3916902,4,18,8,10
3916903,4,18,8,10
6207768,4,18,8,10
6207769,4,18,8,10
3435519,4,18,8,10
3435520,4,18,8,10
2517554,4,18,8,10
2517555,4,18,8,10
5631444,4,18,8,10
5631445,4,18,8,10
8578796,4,18,8,10
8578797,4,18,8,10
5649308,4,18,8,10
5649309,4,18,8,10
6071857,4,18,8,10
6071858,4,18,8,10
6072113,4,18,8,10
6072114,4,18,8,10
8174363,4,18,8,10
8174364,4,18,8,10
4434493,4,18,8,10
4434494,4,18,8,10
8636382,4,18,8,10
8636383,4,18,8,10
5362325,4,18,8,10
5362326,4,18,8,10
1529138,4,18,8,10
1529139,4,18,8,10
4433885,4,18,8,10
4433886,4,18,8,10
5361541,4,18,8,10
5361542,4,18,8,10
5669723,4,18,8,10
5669724,4,18,8,10
4279403,4,18,8,10
4279404,4,18,8,10
5362062,4,18,8,10
5362063,4,18,8,10
8790022,4,18,8,10
