in,per_rank,accesses,reads,writes
2648,1,83,36,47
3088,1,83,39,44
2992,1,82,41,41
3264,1,82,36,46
2552,1,82,37,45
3320,1,82,37,45
2496,1,81,42,39
2728,1,81,39,42
2968,1,81,38,43
2712,1,81,42,39
2440,1,81,39,42
2528,1,81,41,40
2824,1,81,43,38
3024,1,81,39,42
3160,1,80,46,34
2848,1,80,33,47
2944,1,80,41,39
3288,1,80,43,37
2624,1,80,39,41
3112,1,80,38,42
3152,1,80,47,33
3248,1,80,38,42
3600,1,79,41,38
3512,1,79,36,43
2952,1,79,39,40
3368,1,79,35,44
3568,1,79,42,37
3168,1,78,37,41
2592,1,78,46,32
3128,1,78,39,39
2864,1,78,42,36
3376,1,78,41,37
3560,1,78,43,35
3688,1,77,43,34
3192,1,77,43,34
4064,1,77,37,40
3280,1,77,43,34
3496,1,76,36,40
3184,1,76,40,36
3424,1,76,40,36
3104,1,76,42,34
3272,1,75,41,34
3096,1,74,33,41
3640,1,74,36,38
3048,1,74,33,41
2472,1,74,35,39
2776,1,74,38,36
3312,1,74,33,41
2464,1,74,42,32
3016,1,74,30,44
3584,1,74,44,30
3176,1,73,40,33
2680,1,73,35,38
3992,1,73,39,34
3408,1,73,38,35
3536,1,73,29,44
3664,1,73,30,43
2792,1,72,44,28
3552,1,72,36,36
3672,1,72,37,35
2608,1,72,31,41
3856,1,72,37,35
3056,1,71,36,35
3840,1,71,33,38
2928,1,71,36,35
3032,1,71,47,24
4992,1,71,40,31
3464,1,71,33,38
4536,1,70,39,31
2984,1,70,28,42
3712,1,70,41,29
3592,1,70,36,34
3680,1,69,31,38
3696,1,69,38,31
3144,1,69,35,34
3008,1,69,35,34
3448,1,69,31,38
3616,1,69,41,28
2880,1,68,42,26
4824,1,68,33,35
3656,1,68,40,28
4248,1,68,32,36
3848,1,68,29,39
3352,1,68,38,30
4680,1,68,38,30
3760,1,68,34,34
4192,1,67,32,35
3480,1,67,35,32
3528,1,67,43,24
3792,1,67,42,25
4504,1,67,31,36
5632,1,67,38,29
3256,1,67,30,37
4032,1,67,28,39
3328,1,66,33,33
4376,1,66,29,37
3216,1,66,33,33
3944,1,66,33,33
3232,1,66,47,19
5704,1,66,43,23
3064,1,66,37,29
3360,1,66,31,35
4256,1,66,31,35
4808,1,66,36,30
3744,1,65,32,33
3400,1,65,36,29
3976,1,65,34,31
3304,1,65,36,29
3544,1,65,31,34
4320,1,65,26,39
5072,1,65,34,31
4400,1,65,33,32
4624,1,65,31,34
3576,1,65,31,34
3888,1,64,37,27
3240,1,64,36,28
3344,1,64,34,30
4304,1,64,38,26
4144,1,64,31,33
4424,1,63,27,36
4616,1,63,31,32
5216,1,63,32,31
4640,1,63,28,35
3952,1,63,33,30
3472,1,63,42,21
4008,1,63,43,20
5384,1,63,24,39
3296,1,63,32,31
3416,1,63,36,27
3912,1,63,35,28
3440,1,62,29,33
4408,1,62,26,36
4360,1,62,31,31
3736,1,62,38,24
3768,1,62,32,30
5696,1,62,32,30
3928,1,62,27,35
4488,1,62,27,35
4328,1,62,31,31
4024,1,62,38,24
4584,1,62,28,34
3872,1,61,24,37
4096,1,61,40,21
4088,1,61,31,30
4336,1,61,39,22
3728,1,61,31,30
3984,1,61,33,28
4784,1,61,33,28
2872,1,61,26,35
4272,1,61,25,36
3784,1,61,31,30
4056,1,61,35,26
4656,1,60,31,29
3800,1,60,25,35
3624,1,60,27,33
4856,1,60,32,28
4000,1,60,34,26
3200,1,60,29,31
3960,1,60,24,36
3648,1,60,35,25
4768,1,59,26,33
3432,1,59,31,28
3936,1,59,29,30
4472,1,59,36,23
4840,1,59,27,32
3392,1,59,27,32
3832,1,59,28,31
4544,1,59,28,31
4280,1,59,32,27
4880,1,59,28,31
3776,1,59,35,24
4312,1,59,30,29
3720,1,59,25,34
4944,1,59,31,28
4552,1,59,31,28
4352,1,59,27,32
3336,1,59,26,33
3608,1,59,33,26
3136,1,59,35,24
4288,1,58,31,27
4464,1,58,23,35
5048,1,58,25,33
4112,1,58,27,31
4128,1,58,30,28
3896,1,58,25,33
5104,1,58,26,32
5944,1,58,27,31
5168,1,58,22,36
4664,1,58,33,25
4216,1,58,29,29
5488,1,58,35,23
5440,1,57,33,24
4080,1,57,21,36
4048,1,57,24,33
3520,1,57,37,20
4240,1,57,21,36
3824,1,57,31,26
5768,1,57,25,32
3488,1,57,28,29
3632,1,57,33,24
4120,1,57,30,27
4392,1,57,29,28
5144,1,56,24,32
3504,1,56,27,29
3880,1,56,25,31
5448,1,56,24,32
5688,1,56,32,24
4168,1,56,24,32
4896,1,56,29,27
4928,1,56,26,30
4016,1,56,32,24
4344,1,56,31,25
5392,1,56,37,19
4296,1,55,25,30
4416,1,55,26,29
3864,1,55,27,28
4456,1,55,26,29
4208,1,55,28,27
4648,1,55,28,27
4448,1,55,25,30
5640,1,55,26,29
3456,1,55,30,25
4160,1,55,28,27
5848,1,54,27,27
5376,1,54,24,30
4512,1,54,33,21
4384,1,54,29,25
4368,1,54,24,30
4184,1,54,36,18
3808,1,54,23,31
5264,1,54,31,23
3920,1,54,32,22
5024,1,54,30,24
4432,1,54,22,32
4904,1,54,30,24
5280,1,54,27,27
5344,1,54,29,25
4224,1,54,31,23
5792,1,54,27,27
4040,1,53,29,24
5248,1,53,18,35
4592,1,53,30,23
5512,1,53,24,29
4792,1,53,23,30
4200,1,53,31,22
5456,1,53,25,28
5128,1,53,21,32
5464,1,53,23,30
3904,1,53,29,24
5584,1,52,24,28
5504,1,52,34,18
4176,1,52,24,28
4696,1,52,23,29
6408,1,52,34,18
4864,1,52,21,31
5176,1,52,31,21
5680,1,52,24,28
4104,1,52,29,23
5160,1,52,29,23
4816,1,52,31,21
5240,1,52,31,21
4520,1,51,22,29
5192,1,51,32,19
4136,1,51,29,22
4480,1,51,26,25
5728,1,51,25,26
4776,1,51,24,27
4888,1,51,21,30
5920,1,51,24,27
5080,1,51,23,28
5056,1,51,29,22
4912,1,50,17,33
4968,1,50,23,27
5840,1,50,25,25
3968,1,50,28,22
6304,1,50,24,26
6960,1,50,20,30
5008,1,50,27,23
4560,1,50,29,21
4232,1,50,24,26
6416,1,50,27,23
5368,1,50,25,25
4848,1,50,26,24
5224,1,50,24,26
5672,1,50,21,29
6256,1,49,26,23
5296,1,49,30,19
5000,1,49,24,25
7064,1,49,24,25
4872,1,49,24,25
6472,1,49,25,24
6072,1,49,24,25
4440,1,49,23,26
6272,1,49,26,23
4576,1,49,28,21
6144,1,49,28,21
4952,1,48,25,23
6392,1,48,24,24
4760,1,48,29,19
6032,1,48,24,24
4728,1,48,21,27
6184,1,48,26,22
5064,1,48,31,17
3752,1,48,17,31
5200,1,48,21,27
6064,1,48,24,24
4704,1,47,24,23
5400,1,47,26,21
6136,1,47,27,20
4800,1,47,16,31
5328,1,47,29,18
5016,1,47,21,26
4832,1,47,25,22
4688,1,47,19,28
7104,1,47,25,22
7256,1,47,20,27
4672,1,47,21,26
3816,1,47,23,24
4568,1,47,24,23
5360,1,47,25,22
6112,1,47,22,25
4720,1,47,26,21
4496,1,47,27,20
5736,1,47,21,26
5968,1,46,23,23
5536,1,46,23,23
4920,1,46,22,24
5816,1,46,18,28
4632,1,46,24,22
5808,1,46,20,26
7408,1,46,26,20
5928,1,46,23,23
7208,1,46,24,22
7640,1,46,23,23
5600,1,46,21,25
8408,1,46,23,23
5992,1,46,28,18
7224,1,46,25,21
5664,1,46,26,20
5288,1,46,22,24
5608,1,45,25,20
5256,1,45,18,27
6328,1,45,21,24
4752,1,45,21,24
5208,1,45,23,22
7656,1,45,24,21
6848,1,45,22,23
7608,1,45,22,23
6688,1,45,19,26
5936,1,45,23,22
6384,1,45,19,26
6576,1,45,26,19
7024,1,45,23,22
6608,1,45,23,22
5312,1,45,21,24
6208,1,45,25,20
6048,1,45,21,24
5656,1,45,20,25
5088,1,45,28,17
5432,1,45,26,19
6096,1,45,20,25
5824,1,44,23,21
7128,1,44,23,21
6800,1,44,24,20
6152,1,44,16,28
5152,1,44,18,26
5552,1,44,25,19
5976,1,44,23,21
6288,1,44,23,21
7960,1,44,21,23
5720,1,44,22,22
5408,1,44,23,21
6352,1,44,18,26
6344,1,44,21,23
6672,1,44,25,19
5272,1,44,19,25
5624,1,44,19,25
4608,1,44,23,21
5744,1,44,17,27
5880,1,44,19,25
4960,1,44,20,24
6128,1,43,19,24
5864,1,43,21,22
7520,1,43,25,18
6816,1,43,25,18
7824,1,43,23,20
5424,1,43,21,22
8592,1,43,23,20
7016,1,43,27,16
4744,1,43,24,19
7360,1,43,26,17
6240,1,43,16,27
5904,1,43,21,22
5528,1,43,20,23
6904,1,43,15,28
5040,1,43,23,20
6040,1,43,22,21
6008,1,43,20,23
4984,1,43,16,27
6584,1,43,24,19
6880,1,43,14,29
7272,1,42,18,24
6336,1,42,19,23
7184,1,42,29,13
5648,1,42,20,22
7352,1,42,16,26
5416,1,42,22,20
6168,1,42,21,21
7584,1,42,24,18
5592,1,42,15,27
5304,1,42,18,24
5320,1,42,18,24
6464,1,42,24,18
5560,1,42,24,18
5112,1,42,21,21
5784,1,42,20,22
5544,1,42,21,21
6680,1,42,31,11
5352,1,42,20,22
6232,1,42,16,26
6448,1,41,18,23
4936,1,41,18,23
4152,1,41,22,19
5232,1,41,22,19
5184,1,41,20,21
7928,1,41,27,14
8896,1,41,18,23
7552,1,41,25,16
7736,1,41,21,20
6640,1,41,18,23
5480,1,41,20,21
7400,1,41,19,22
7328,1,41,18,23
5032,1,41,23,18
5472,1,41,23,18
9208,1,41,23,18
5712,1,41,22,19
6368,1,41,18,23
4976,1,41,14,27
7176,1,41,16,25
5136,1,41,17,24
4072,1,41,15,26
7704,1,41,24,17
6104,1,41,25,16
7464,1,41,24,17
5336,1,41,24,17
5568,1,41,19,22
4528,1,41,24,17
4600,1,40,15,25
6160,1,40,19,21
6736,1,40,18,22
10864,1,40,20,20
6264,1,40,21,19
7712,1,40,18,22
9744,1,40,16,24
7632,1,40,27,13
7096,1,40,21,19
6296,1,40,23,17
6400,1,40,19,21
6120,1,40,17,23
7600,1,40,23,17
6024,1,40,12,28
5896,1,40,23,17
5120,1,40,22,18
6664,1,40,24,16
4264,1,40,23,17
8224,1,40,20,20
8960,1,39,22,17
8320,1,39,22,17
5496,1,39,20,19
7040,1,39,16,23
4736,1,39,22,17
7088,1,39,17,22
8736,1,39,25,14
5872,1,39,20,19
7664,1,39,23,16
6592,1,39,13,26
8864,1,39,19,20
7312,1,39,25,14
8576,1,39,19,20
5984,1,39,16,23
5576,1,39,18,21
6056,1,39,20,19
7264,1,39,17,22
6912,1,39,16,23
5800,1,39,22,17
8872,1,39,15,24
6632,1,39,21,18
8688,1,39,26,13
6896,1,38,23,15
8368,1,38,18,20
6080,1,38,14,24
6280,1,38,20,18
10424,1,38,18,20
6728,1,38,20,18
5960,1,38,19,19
6216,1,38,16,22
8016,1,38,18,20
7304,1,38,23,15
6480,1,38,20,18
7232,1,38,13,25
6320,1,38,12,26
5616,1,38,26,12
7320,1,38,24,14
9192,1,38,16,22
6984,1,38,23,15
7472,1,38,19,19
6192,1,38,15,23
6944,1,38,15,23
8856,1,38,19,19
5760,1,37,23,14
9448,1,37,16,21
7424,1,37,17,20
7248,1,37,15,22
7032,1,37,22,15
8304,1,37,24,13
7160,1,37,17,20
9944,1,37,25,12
7984,1,37,15,22
6792,1,37,21,16
7416,1,37,17,20
7768,1,37,22,15
7288,1,37,23,14
7456,1,37,22,15
5888,1,37,18,19
7192,1,37,16,21
8400,1,37,19,18
8112,1,37,20,17
9328,1,37,19,18
5832,1,37,15,22
7896,1,36,16,20
10472,1,36,20,16
6968,1,36,18,18
10360,1,36,16,20
7536,1,36,19,17
8936,1,36,17,19
8336,1,36,21,15
8472,1,36,21,15
9152,1,36,18,18
6312,1,36,20,16
7792,1,36,18,18
5856,1,36,13,23
9200,1,36,15,21
6560,1,36,14,22
7800,1,36,18,18
6200,1,36,17,19
6952,1,36,16,20
6808,1,36,18,18
7528,1,36,13,23
6488,1,36,10,26
10520,1,36,19,17
7968,1,36,15,21
8296,1,36,15,21
8824,1,36,16,20
9256,1,36,16,20
9736,1,36,12,24
5952,1,36,21,15
6176,1,35,24,11
5096,1,35,14,21
8232,1,35,20,15
6496,1,35,21,14
9160,1,35,15,20
6456,1,35,21,14
7672,1,35,16,19
6720,1,35,17,18
8216,1,35,19,16
8272,1,35,21,14
7056,1,35,17,18
11040,1,35,22,13
8600,1,35,18,17
8456,1,35,19,16
6016,1,35,17,18
7376,1,35,19,16
10312,1,35,18,17
9048,1,35,18,17
6360,1,35,22,13
6752,1,35,19,16
7888,1,35,19,16
8656,1,35,20,15
9528,1,35,10,25
9768,1,35,17,18
9032,1,35,19,16
7504,1,35,19,16
9432,1,35,15,20
7832,1,35,20,15
6088,1,35,19,16
7544,1,35,21,14
7072,1,35,16,19
6888,1,35,19,16
8136,1,35,19,16
11056,1,35,16,19
6000,1,35,22,13
5776,1,35,16,19
7624,1,35,14,21
7848,1,35,18,17
8944,1,34,15,19
7912,1,34,22,12
6504,1,34,15,19
8280,1,34,21,13
8056,1,34,19,15
7784,1,34,19,15
9008,1,34,22,12
9376,1,34,15,19
6440,1,34,20,14
8096,1,34,13,21
9672,1,34,13,21
6872,1,34,20,14
8976,1,34,14,20
5520,1,34,15,19
8496,1,34,20,14
6784,1,34,13,21
8800,1,34,23,11
7432,1,34,14,20
7280,1,34,11,23
7480,1,34,23,11
6424,1,34,15,19
7336,1,34,18,16
7952,1,34,13,21
6992,1,34,17,17
9968,1,34,14,20
7296,1,34,19,15
8672,1,34,17,17
6568,1,34,17,17
6552,1,34,20,14
7560,1,33,15,18
8264,1,33,20,13
16232,1,33,17,16
11608,1,33,19,14
6600,1,33,15,18
6512,1,33,22,11
6856,1,33,18,15
6656,1,33,13,20
7216,1,33,13,20
6760,1,33,16,17
8680,1,33,13,20
7344,1,33,15,18
8448,1,33,16,17
9400,1,33,17,16
8240,1,33,11,22
12128,1,33,21,12
8544,1,33,18,15
8376,1,33,19,14
8888,1,33,20,13
8120,1,33,18,15
7872,1,33,18,15
8176,1,33,25,8
7728,1,33,20,13
6864,1,33,14,19
8760,1,33,15,18
11616,1,33,21,12
9392,1,33,15,18
8712,1,33,17,16
8152,1,33,15,18
9552,1,33,13,20
10608,1,33,15,18
8568,1,33,18,15
6544,1,33,17,16
9408,1,33,22,11
7440,1,33,18,15
9496,1,32,17,15
12696,1,32,13,19
10888,1,32,17,15
7112,1,32,16,16
9440,1,32,18,14
10496,1,32,12,20
10296,1,32,18,14
11544,1,32,14,18
8520,1,32,16,16
7744,1,32,19,13
6432,1,32,14,18
6520,1,32,13,19
7688,1,32,12,20
6776,1,32,13,19
6840,1,32,12,20
9592,1,32,15,17
10952,1,32,14,18
8080,1,32,22,10
8784,1,32,14,18
9184,1,32,16,16
13600,1,32,18,14
8440,1,32,15,17
8480,1,32,17,15
8160,1,32,11,21
9624,1,32,16,16
6624,1,32,20,12
9296,1,32,18,14
7080,1,32,23,9
7496,1,32,16,16
7920,1,32,16,16
8720,1,32,14,18
6376,1,32,14,18
12080,1,32,14,18
11264,1,32,19,13
11592,1,32,17,15
9952,1,31,18,13
9144,1,31,17,14
8696,1,31,14,17
6248,1,31,17,14
9696,1,31,15,16
7576,1,31,20,11
11064,1,31,11,20
4712,1,31,17,14
8952,1,31,18,13
9344,1,31,18,13
8288,1,31,15,16
8168,1,31,17,14
11960,1,31,14,17
11512,1,31,16,15
6712,1,31,16,15
7592,1,31,14,17
6920,1,31,16,15
9480,1,31,17,14
13216,1,31,16,15
9680,1,31,14,17
8328,1,31,12,19
6976,1,31,13,18
10728,1,31,17,14
7392,1,31,17,14
6536,1,31,16,15
7616,1,31,13,18
10752,1,31,17,14
8848,1,31,18,13
6648,1,31,19,12
10712,1,31,14,17
7152,1,31,21,10
8128,1,31,19,12
8144,1,31,17,14
8200,1,31,14,17
7368,1,31,16,15
8464,1,31,20,11
11568,1,31,15,16
7136,1,31,17,14
11848,1,31,15,16
9688,1,30,12,18
11584,1,30,19,11
6616,1,30,16,14
7720,1,30,18,12
10288,1,30,19,11
7120,1,30,14,16
9880,1,30,15,15
8560,1,30,13,17
9224,1,30,11,19
10272,1,30,18,12
8616,1,30,16,14
8744,1,30,8,22
6768,1,30,16,14
10744,1,30,18,12
9104,1,30,13,17
9504,1,30,15,15
9312,1,30,14,16
6936,1,30,16,14
8608,1,30,19,11
9416,1,30,16,14
10808,1,30,13,17
10000,1,30,18,12
9384,1,30,13,17
8192,1,30,14,16
6928,1,30,20,10
8040,1,30,14,16
11976,1,30,18,12
6744,1,30,14,16
7144,1,30,11,19
7384,1,30,13,17
10784,1,30,18,12
7752,1,30,14,16
7904,1,30,17,13
11184,1,30,11,19
8424,1,30,10,20
7776,1,30,15,15
7448,1,30,17,13
9368,1,30,17,13
10984,1,30,14,16
9272,1,30,12,18
9336,1,30,13,17
8392,1,29,9,20
8640,1,29,14,15
10616,1,29,14,15
10104,1,29,11,18
7512,1,29,15,14
8552,1,29,17,12
10040,1,29,14,15
9080,1,29,13,16
8768,1,29,10,19
8528,1,29,16,13
8344,1,29,16,13
10032,1,29,15,14
7816,1,29,21,8
7000,1,29,16,13
9232,1,29,10,19
10648,1,29,10,19
11160,1,29,9,20
7648,1,29,15,14
11872,1,29,13,16
11536,1,29,12,17
10240,1,29,17,12
9784,1,29,18,11
10968,1,29,16,13
10528,1,29,14,15
8928,1,29,18,11
10544,1,29,12,17
11224,1,29,14,15
8776,1,29,15,14
8032,1,29,15,14
11704,1,29,14,15
6704,1,29,15,14
11792,1,29,18,11
10328,1,29,11,18
8648,1,29,16,13
7944,1,29,15,14
8920,1,29,14,15
14280,1,29,17,12
11048,1,29,13,16
8512,1,29,14,15
11384,1,29,13,16
9928,1,29,10,19
9992,1,29,15,14
10056,1,29,13,16
8840,1,29,12,17
9600,1,29,10,19
9016,1,29,11,18
7864,1,29,12,17
9128,1,29,16,13
7936,1,29,16,13
10768,1,29,12,17
8088,1,29,12,17
11712,1,29,15,14
8792,1,29,12,17
9088,1,29,15,14
11088,1,28,11,17
9056,1,28,15,13
9888,1,28,12,16
11120,1,28,14,14
8208,1,28,18,10
10960,1,28,12,16
9360,1,28,16,12
9800,1,28,13,15
9920,1,28,16,12
8352,1,28,12,16
15352,1,28,14,14
9176,1,28,8,20
7048,1,28,15,13
9776,1,28,14,14
8416,1,28,17,11
10376,1,28,17,11
5752,1,28,14,14
6224,1,28,14,14
9616,1,28,18,10
10264,1,28,9,19
15312,1,28,8,20
16400,1,28,12,16
9304,1,28,14,14
13136,1,28,20,8
9848,1,28,11,17
14464,1,28,16,12
12256,1,28,9,19
5912,1,28,10,18
11696,1,28,14,14
11496,1,28,11,17
12488,1,28,9,19
9576,1,28,17,11
13872,1,28,18,10
7760,1,28,17,11
13072,1,28,11,17
10384,1,28,12,16
10560,1,28,14,14
13480,1,28,15,13
8808,1,28,16,12
8624,1,28,14,14
11272,1,28,9,19
13784,1,28,17,11
13152,1,28,17,11
13960,1,28,12,16
11504,1,28,14,14
10800,1,28,15,13
13256,1,28,9,19
10168,1,28,13,15
8488,1,28,16,12
9976,1,28,14,14
10440,1,28,13,15
10656,1,28,11,17
12856,1,27,13,14
13496,1,27,13,14
11640,1,27,11,16
9288,1,27,15,12
8048,1,27,15,12
8432,1,27,15,12
13848,1,27,14,13
10160,1,27,10,17
10464,1,27,12,15
17112,1,27,8,19
11904,1,27,14,13
9840,1,27,15,12
10408,1,27,16,11
13040,1,27,12,15
16272,1,27,14,13
11888,1,27,13,14
12280,1,27,18,9
9640,1,27,15,12
9064,1,27,17,10
10936,1,27,17,10
11736,1,27,12,15
10184,1,27,14,13
13864,1,27,13,14
8984,1,27,12,15
9536,1,27,12,15
9544,1,27,18,9
9856,1,27,16,11
7240,1,27,14,13
11784,1,27,16,11
9648,1,27,14,13
11328,1,27,14,13
15744,1,27,16,11
15200,1,27,13,14
7200,1,27,12,15
8256,1,27,17,10
7976,1,27,15,12
7880,1,27,14,13
9512,1,27,21,6
12048,1,26,14,12
